PROJET;EMET;PHASE;LOT;NIVEAU;ZONE;TYPE DE DOCUMENT;Numéro de document;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Commentaire libre;Réponse commentaire libre;Date demande visaRIVAT Architectes;Retard visaRIVAT Architectes;Date visaRIVAT Architectes;VisaRIVAT Architectes;Visa prévuRIVAT Architectes;Numéro chrono visaRIVAT Architectes;Numéro interne visaRIVAT Architectes;Commentaire visaRIVAT Architectes;Réponse commentaire visaRIVAT Architectes;Date demande visaSCAU;Retard visaSCAU;Date visaSCAU;VisaSCAU;Visa prévuSCAU;Numéro chrono visaSCAU;Numéro interne visaSCAU;Commentaire visaSCAU;Réponse commentaire visaSCAU;Date demande visaJLL INGENIERIE;Retard visaJLL INGENIERIE;Date visaJLL INGENIERIE;VisaJLL INGENIERIE;Visa prévuJLL INGENIERIE;Numéro chrono visaJLL INGENIERIE;Numéro interne visaJLL INGENIERIE;Commentaire visaJLL INGENIERIE;Réponse commentaire visaJLL INGENIERIE;Date demande visaBTP Consultant;Retard visaBTP Consultant;Date visaBTP Consultant;VisaBTP Consultant;Visa prévuBTP Consultant;Numéro chrono visaBTP Consultant;Numéro interne visaBTP Consultant;Commentaire visaBTP Consultant;Réponse commentaire visaBTP Consultant;Date demande visaADVENIO ENV;Retard visaADVENIO ENV;Date visaADVENIO ENV;VisaADVENIO ENV;Visa prévuADVENIO ENV;Numéro chrono visaADVENIO ENV;Numéro interne visaADVENIO ENV;Commentaire visaADVENIO ENV;Réponse commentaire visaADVENIO ENV;Date demande visaADVENIO COM;Retard visaADVENIO COM;Date visaADVENIO COM;VisaADVENIO COM;Visa prévuADVENIO COM;Numéro chrono visaADVENIO COM;Numéro interne visaADVENIO COM;Commentaire visaADVENIO COM;Réponse commentaire visaADVENIO COM;Date demande visa42 CONSULTING;Retard visa42 CONSULTING;Date visa42 CONSULTING;Visa42 CONSULTING;Visa prévu42 CONSULTING;Numéro chrono visa42 CONSULTING;Numéro interne visa42 CONSULTING;Commentaire visa42 CONSULTING;Réponse commentaire visa42 CONSULTING;Date demande visaACOUSTB - EGIS;Retard visaACOUSTB - EGIS;Date visaACOUSTB - EGIS;VisaACOUSTB - EGIS;Visa prévuACOUSTB - EGIS;Numéro chrono visaACOUSTB - EGIS;Numéro interne visaACOUSTB - EGIS;Commentaire visaACOUSTB - EGIS;Réponse commentaire visaACOUSTB - EGIS;Date demande visaARCORA;Retard visaARCORA;Date visaARCORA;VisaARCORA;Visa prévuARCORA;Numéro chrono visaARCORA;Numéro interne visaARCORA;Commentaire visaARCORA;Réponse commentaire visaARCORA;Date demande visaJLL;Retard visaJLL;Date visaJLL;VisaJLL;Visa prévuJLL;Numéro chrono visaJLL;Numéro interne visaJLL;Commentaire visaJLL;Réponse commentaire visaJLL;Date demande visaKHEPHREN;Retard visaKHEPHREN;Date visaKHEPHREN;VisaKHEPHREN;Visa prévuKHEPHREN;Numéro chrono visaKHEPHREN;Numéro interne visaKHEPHREN;Commentaire visaKHEPHREN;Réponse commentaire visaKHEPHREN;Date demande visaLAND;Retard visaLAND;Date visaLAND;VisaLAND;Visa prévuLAND;Numéro chrono visaLAND;Numéro interne visaLAND;Commentaire visaLAND;Réponse commentaire visaLAND;Date demande visaPh. A;Retard visaPh. A;Date visaPh. A;VisaPh. A;Visa prévuPh. A;Numéro chrono visaPh. A;Numéro interne visaPh. A;Commentaire visaPh. A;Réponse commentaire visaPh. A;Date demande visaSOCOTEC;Retard visaSOCOTEC;Date visaSOCOTEC;VisaSOCOTEC;Visa prévuSOCOTEC;Numéro chrono visaSOCOTEC;Numéro interne visaSOCOTEC;Commentaire visaSOCOTEC;Réponse commentaire visaSOCOTEC;Date demande visaANTEA;Retard visaANTEA;Date visaANTEA;VisaANTEA;Visa prévuANTEA;Numéro chrono visaANTEA;Numéro interne visaANTEA;Commentaire visaANTEA;Réponse commentaire visaANTEA;Date demande visaMOVVEO;Retard visaMOVVEO;Date visaMOVVEO;VisaMOVVEO;Visa prévuMOVVEO;Numéro chrono visaMOVVEO;Numéro interne visaMOVVEO;Commentaire visaMOVVEO;Réponse commentaire visaMOVVEO;Column162;Column163;Column164;Column165;Column166
MDLF;PHI;EXE;CFO;R03;Z1;SCH;313;C;N3A.pdf;DI;24/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;24/10/2023;-22;29/11/2023;HM;;1856;;;;24/10/2023;;06/11/2023;HM;;1678;;;;24/10/2023;;03/11/2023;VSO;;788;;;;24/10/2023;;04/11/2023;FAV;;1413;;;;24/10/2023;-36;13/12/2023;HM;;1626;;;;;;;;;;;;;24/10/2023;-8;15/11/2023;HM;;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/10/2023;;;-171;07/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R03;Z1;SCH;313;B;N3A.pdf;;08/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;08/10/2023;-1;23/10/2023;HM;;1600;;;;08/10/2023;;16/10/2023;HM;;1462;;;;08/10/2023;;;;22/10/2023;;;;;08/10/2023;;;;22/10/2023;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R03;Z1;SCH;313;A;N3A.pdf;;21/08/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;21/08/2023;;30/08/2023;HM;;1384;;;;21/08/2023;;21/08/2023;HM;;1235;;;;21/08/2023;-7;11/09/2023;VSO;;546;;;;21/08/2023;;;;04/09/2023;;;;;21/08/2023;-4;07/09/2023;HM;;1283;;;;;;;;;;;;;21/08/2023;;;;04/09/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/08/2023;;;;04/09/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R02;Z2;SCH;312;D;MDLF-PHI-EXE-CFO-R02-Z2-SCH-0312-A-SCHEMA AE N2B.pdf;DI;24/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;24/10/2023;-22;29/11/2023;HM;;1855;;;;24/10/2023;;06/11/2023;HM;;1667;;;;24/10/2023;;03/11/2023;VSO;;787;;;;24/10/2023;;04/11/2023;FAV;;1412;;;;24/10/2023;-36;13/12/2023;HM;;1666;;;;;;;;;;;;;24/10/2023;-8;15/11/2023;HM;;271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/10/2023;;;-171;07/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R02;Z2;SCH;312;C;MDLF-PHI-EXE-CFO-R02-Z2-SCH-0312-A-SCHEMA AE N2B.pdf;;08/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;08/10/2023;-1;23/10/2023;HM;;1594;;;;08/10/2023;;16/10/2023;HM;;1459;;;;08/10/2023;;;;22/10/2023;;;;;08/10/2023;;;;22/10/2023;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R02;Z2;SCH;312;B;MDLF-PHI-EXE-CFO-R02-Z2-SCH-0312-A-SCHEMA AE N2B.pdf;;18/08/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;18/08/2023;;30/08/2023;HM;;1375;;;;18/08/2023;;21/08/2023;HM;;1199;;;;18/08/2023;-10;11/09/2023;VSO;;542;;;;18/08/2023;;;;01/09/2023;;;;;18/08/2023;-35;06/10/2023;HM;;1390;;;;;;;;;;;;;18/08/2023;;;;01/09/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/08/2023;;;;01/09/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R02;Z2;SCH;312;A;MDLF-PHI-EXE-CFO-R02-Z2-SCH-0312-A-SCHEMA AE N2B.pdf;;13/06/2023;;Vincent ALMEIDA;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;13/06/2023;;14/06/2023;HM;;989;;;;;;;;;;;;;13/06/2023;;16/06/2023;VAO;;328;;"Mahmoud KACEM :
Prévoir ou confirmer protection sur télécommande BS";;13/06/2023;-37;03/08/2023;FAV;;985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R02;Z1;SCH;311;C;N2A.pdf;DI;24/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;24/10/2023;-22;29/11/2023;HM;;1854;;;;24/10/2023;;06/11/2023;HM;;1676;;;;24/10/2023;;03/11/2023;VSO;;786;;;;24/10/2023;;04/11/2023;FAV;;1411;;;;24/10/2023;-36;13/12/2023;HM;;1622;;;;;;;;;;;;;24/10/2023;-8;15/11/2023;HM;;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/10/2023;;;-171;07/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R02;Z1;SCH;311;B;N2A.pdf;;08/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;08/10/2023;-1;23/10/2023;HM;;1599;;;;08/10/2023;;16/10/2023;HM;;1460;;;;08/10/2023;;;;22/10/2023;;;;;08/10/2023;;;;22/10/2023;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R02;Z1;SCH;311;A;N2A.pdf;;21/08/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;21/08/2023;;30/08/2023;HM;;1379;;;;21/08/2023;;21/08/2023;HM;;1236;;;;21/08/2023;-7;11/09/2023;VSO;;545;;;;21/08/2023;;;;04/09/2023;;;;;21/08/2023;-4;07/09/2023;HM;;1284;;;;;;;;;;;;;21/08/2023;;;;04/09/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/08/2023;;;;04/09/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R01;Z2;SCH;310;C;N1C.pdf;DI;24/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;24/10/2023;-22;29/11/2023;HM;;1853;;;;24/10/2023;;06/11/2023;HM;;1679;;;;24/10/2023;;03/11/2023;VSO;;785;;;;24/10/2023;;04/11/2023;FAV;;1410;;;;24/10/2023;-36;13/12/2023;HM;;1623;;;;;;;;;;;;;24/10/2023;-8;15/11/2023;HM;;273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/10/2023;;;-171;07/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R01;Z2;SCH;310;B;N1C.pdf;;08/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;08/10/2023;-1;23/10/2023;HM;;1598;;;;08/10/2023;;16/10/2023;HM;;1461;;;;08/10/2023;;;;22/10/2023;;;;;08/10/2023;;;;22/10/2023;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R01;Z2;SCH;310;A;N1C.pdf;;21/08/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;21/08/2023;;30/08/2023;HM;;1382;;;;21/08/2023;;21/08/2023;HM;;1237;;;;21/08/2023;-7;11/09/2023;VSO;;544;;;;21/08/2023;;;;04/09/2023;;;;;21/08/2023;-4;07/09/2023;HM;;1285;;;;;;;;;;;;;21/08/2023;;;;04/09/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/08/2023;;;;04/09/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R01;Z1;SCH;309;C;N1A.pdf;DI;24/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;24/10/2023;-22;29/11/2023;HM;;1864;;;;24/10/2023;;06/11/2023;HM;;1680;;;;24/10/2023;;03/11/2023;VSO;;784;;;;24/10/2023;;04/11/2023;FAV;;1409;;;;24/10/2023;-36;13/12/2023;HM;;1624;;;;;;;;;;;;;24/10/2023;-8;15/11/2023;HM;;274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/10/2023;;;-171;07/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R01;Z1;SCH;309;B;N1A.pdf;;08/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;08/10/2023;-1;23/10/2023;HM;;1596;;;;08/10/2023;;16/10/2023;HM;;1458;;;;08/10/2023;;;;22/10/2023;;;;;08/10/2023;;;;22/10/2023;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/10/2023;;;;22/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R01;Z1;SCH;309;A;N1A.pdf;;21/08/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;21/08/2023;;30/08/2023;HM;;1385;;;;21/08/2023;;21/08/2023;HM;;1238;;;;21/08/2023;-7;11/09/2023;VSO;;543;;;;21/08/2023;;;;04/09/2023;;;;;21/08/2023;-4;07/09/2023;HM;;1282;;;;;;;;;;;;;21/08/2023;;;;04/09/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/08/2023;;;;04/09/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;MC;EXE;SER;TNX;TTZ;DAF;2009;A;MDLF-MC-EXE-SER-TNX-TTZ-DAF-2009-FT Butoir Alu Standard Portes .pdf;DI;24/10/2023;;Valérie ROCHER;/04 - DOCUMENTS D'EXECUTION/Lot 16 - Serrurerie - Métallerie/03 - Fiche Technique Produit;;;24/10/2023;-22;29/11/2023;VAOB;;1958;;"Romain MATHEY :
Voir remarque Architecte";;24/10/2023;;27/10/2023;VAOB;;1630;;"David QUERE :
Pour quelles zones? 

Le butoir validé sur échantillon est le euxos noir, et il me semble celui posé sur témoin sanitaires.";;;;;;;;;;;24/10/2023;;07/11/2023;FAV;;1443;;;;24/10/2023;-36;13/12/2023;VSO;;1655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;MC;EXE;SER;TNX;TTZ;NDC;2002;A;MDLF-MC-EXE-SER-TNX-TTZ-NDC-2002-A NDC Maille Inox.pdf;DI;24/10/2023;;Valérie ROCHER;/04 - DOCUMENTS D'EXECUTION/Lot 16 - Serrurerie - Métallerie/01 - Pieces Ecrite;;;24/10/2023;-22;29/11/2023;HM;;1942;;;;24/10/2023;;31/10/2023;HM;;1640;;;;;;;;;;;;;24/10/2023;-25;01/12/2023;SUS;;1588;;"Georgio RAHMOUCH :
Fournir le PV d'essai.";;24/10/2023;-37;13/12/2023;HM;;1665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;MC;EXE;SER;TNX;TTZ;DAF;2000;A;MDLF-MC-EXE-SER-TNX-TTZ-DAF-2000-FT maille INOX gdc et parechute.pdf;DI;24/10/2023;;Valérie ROCHER;/04 - DOCUMENTS D'EXECUTION/Lot 16 - Serrurerie - Métallerie/03 - Fiche Technique Produit;;;24/10/2023;-22;29/11/2023;VSO;;1956;;;;24/10/2023;-1;07/11/2023;VSO;;1713;;;;;;;;;;;;;24/10/2023;;07/11/2023;FAV;;1442;;;;24/10/2023;-37;13/12/2023;HM;;1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;LPP;EXE;CLO;RDC;TTZ;PLN;2003;A;MDLF-LPP-EXE-CLO-RDC-TTZ-PLN-2003-A- Niveau RDC  - Repérage  platrerie.pdf;DI;22/10/2023;;Modibo Kane MAIGA;/04 - DOCUMENTS D'EXECUTION/Lot 13 - Cloisons doublage/02 - Pieces Graphiques;;;23/10/2023;-24;29/11/2023;VAO;;1920;;"Romain MATHEY :
Voir remarque Architecte";;23/10/2023;-17;22/11/2023;VAO;;1838;;"Syeva ROEST :
Voir fiche visa + document annoté";;;;;;;;;;;;;20/12/2023;FAV;;1737;;"Georgio RAHMOUCH :
Avis levé (Suite Réponse entreprise 20/10/2023)";;23/10/2023;-39;14/12/2023;VSO;;1736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"EXE
23/10/2023
BTP Consultant -> SUS
Georgio RAHMOUCH :
Parois de sanitaires non hydrofugées";;;;
MDLF;LPP;EXE;CLO;R06;TTZ;PLN;2009;A;MDLF-LPP-EXE-CLO-R06-TTZ-PLN-2009-A- Niveau R06  - Repérage  platrerie.pdf;DI;22/10/2023;;Modibo Kane MAIGA;/04 - DOCUMENTS D'EXECUTION/Lot 13 - Cloisons doublage/02 - Pieces Graphiques;;;23/10/2023;-24;29/11/2023;VAO;;1921;;"Romain MATHEY :
Voir remarque Architecte";;23/10/2023;-9;14/11/2023;VAO;;1762;;"Syeva ROEST :
Voir fiche visa";;;;;;;;;;;;;20/12/2023;FAV;;1738;;"Georgio RAHMOUCH :
Avis levé (Suite Réponse entreprise 20/10/2023)";;23/10/2023;-39;14/12/2023;VSO;;1737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"EXE
23/10/2023
BTP Consultant -> SUS
Georgio RAHMOUCH :
Parois de sanitaires non hydrofugées";;;;
MDLF;PHI;EXE;CFO;R06;TTZ;RSX;108;B;MDLF-PHI-EXE-CFO-R06-TTZ-RSX-0108-A-PLAN DE RESEAUX CFO CFA - NIVEAU 6.pdf;DI;22/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;22/10/2023;-24;29/11/2023;VAO;;1869;;"Romain MATHEY :
Voir remarque Architecte";;22/10/2023;-8;13/11/2023;VAO;;1748;;"Syeva ROEST :
Voir visa plan CFO R02";;22/10/2023;;03/11/2023;VSO;;780;;;;22/10/2023;;04/11/2023;FAV;;1405;;;;22/10/2023;-65;08/01/2024;VSO;;1852;;;;;;;;;;;;;22/10/2023;-10;15/11/2023;HM;;283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/10/2023;;;-173;05/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R06;TTZ;RSX;108;A;MDLF-PHI-EXE-CFO-R06-TTZ-RSX-0108-A-PLAN DE RESEAUX CFO CFA - NIVEAU 6.pdf;;10/08/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;10/08/2023;-6;30/08/2023;VAOB;;1410;;"Romain MATHEY :
Sous réserve remarques architecte
Sous réserve validation JLLi
Sous réserve validation BCT
Sous réserve levée du refus ADVENIO
Sous réserve validation 42C
Sous réserve validation PHA";;10/08/2023;;24/08/2023;HM;;1294;;;;10/08/2023;-18;11/09/2023;VAOB;;524;;"Mahmoud KACEM :
Manque verticalité op";;10/08/2023;;;;24/08/2023;;;;;10/08/2023;;21/08/2023;REF;;1214;;"Iris PERRUCHAUD :
Les plans du R+6 et R+7 n’indiquent visiblement qu’une seule remontée (colonne montante) alors que pour le WiredScore il est attendu que les 2 colonnes remontent jusqu’au R+7. Cela a été validé par WiredScore sur la base du dossier marché . Il n’est pas accepté que seule une des colonnes remonte jusqu’au R+7 ; il faut les 2.";;;;;;;;;;;10/08/2023;;;;24/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/08/2023;;;;24/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R05;TTZ;RSX;107;B;MDLF-PHI-EXE-CFO-R05-TTZ-RSX-0107-A-PLAN DE RESEAUX CFO CFA - NIVEAU 5.pdf;DI;22/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;22/10/2023;-24;29/11/2023;VAO;;1868;;"Romain MATHEY :
Voir remarque Architecte";;22/10/2023;-8;13/11/2023;VAO;;1747;;"Syeva ROEST :
Voir visa plan CFO R02";;22/10/2023;;03/11/2023;VSO;;779;;;;22/10/2023;;04/11/2023;FAV;;1404;;;;22/10/2023;-65;08/01/2024;VSO;;1851;;;;;;;;;;;;;22/10/2023;-10;15/11/2023;HM;;284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/10/2023;;;-173;05/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R05;TTZ;RSX;107;A;MDLF-PHI-EXE-CFO-R05-TTZ-RSX-0107-A-PLAN DE RESEAUX CFO CFA - NIVEAU 5.pdf;;10/08/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;10/08/2023;-6;30/08/2023;VAOB;;1411;;"Romain MATHEY :
Sous réserve remarques architecte
Sous réserve validation JLLi
Sous réserve validation BCT
Sous réserve levée du refus ADVENIO
Sous réserve validation 42C
Sous réserve validation PHA";;10/08/2023;;24/08/2023;HM;;1295;;;;10/08/2023;-18;11/09/2023;VSO;;523;;;;10/08/2023;;;;24/08/2023;;;;;10/08/2023;;21/08/2023;REF;;1213;;"Iris PERRUCHAUD :
En complément, d’après le plan marché du R+5 (voir PJ), il y a visiblement un dévoiement de prévu (voir trait violet) pour poursuivre la remontée jusqu’au R+7.";;;;;;;;;;;10/08/2023;;;;24/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/08/2023;;;;24/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R04;TTZ;RSX;106;B;MDLF-PHI-EXE-CFO-R04-TTZ-RSX-0106-A-PLAN DE RESEAUX CFO CFA - NIVEAU 4.pdf;DI;22/10/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;22/10/2023;-24;29/11/2023;VAO;;1871;;"Romain MATHEY :
Voir remarque Architecte";;22/10/2023;-8;13/11/2023;VAO;;1746;;"Syeva ROEST :
Voir visa plan CFO R02";;22/10/2023;;03/11/2023;VSO;;778;;;;22/10/2023;;04/11/2023;FAV;;1403;;;;22/10/2023;-65;08/01/2024;VSO;;1850;;;;;;;;;;;;;22/10/2023;-10;15/11/2023;HM;;290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/10/2023;;;-173;05/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;PHI;EXE;CFO;R04;TTZ;RSX;106;A;MDLF-PHI-EXE-CFO-R04-TTZ-RSX-0106-A-PLAN DE RESEAUX CFO CFA - NIVEAU 4.pdf;;10/08/2023;;Marwan DAGHER;/04 - DOCUMENTS D'EXECUTION/Lot 10 - CFO/02 - Pieces Graphiques;;;10/08/2023;-6;30/08/2023;VAO;;1412;;"Romain MATHEY :
Sous réserve remarques architecte
Sous réserve validation JLLi
Sous réserve validation BCT
Sous réserve validation ADVENIO
Sous réserve validation 42C
Sous réserve validation PHA";;10/08/2023;;24/08/2023;HM;;1296;;;;10/08/2023;-18;11/09/2023;VSO;;522;;;;10/08/2023;;;;24/08/2023;;;;;10/08/2023;;21/08/2023;VSO;;1209;;;;;;;;;;;;;10/08/2023;;;;24/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/08/2023;;;;24/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
