TYPE DE DOCUMENT;Categ_Docs;desc_lot;Libellé du document;min;max;Différence en jours;Nombre d'indices;Indices utilisés
NDC;docs écris;Chauffage - Ventilation - Climatisation - Désenfumage;LISTE DES POINTS.pdf;15/12/2023;15/12/2023;0;1.0;A
NDC;docs écris;Chauffage - Ventilation - Climatisation - Désenfumage;SÉLECTION DES VENTILO-CONVECTEURS.pdf;24/02/2023;13/03/2024;383;3.0;A, B, C
NDC;docs écris;Chauffage - Ventilation - Climatisation - Désenfumage;VENTILATION PARKING.pdf;24/02/2023;07/04/2023;42;2.0;A, B
NDC;docs écris;Electricité courants faibles;Analyse de risque.pdf;17/05/2023;17/05/2023;0;1.0;A
NDC;docs écris;Electricité courants faibles;Note de calcul AES.pdf;14/03/2024;14/03/2024;0;1.0;A
NDC;docs écris;Electricité courants faibles;Note de calcul stockage vidéosurveillance.pdf;24/04/2023;24/04/2023;0;1.0;A
NDC;docs écris;Electricité courants forts;Bilan de puissance CFO.pdf;11/07/2023;19/03/2024;252;2.0;A, B
NDC;docs écris;Electricité courants forts;NDC ABONNES.pdf;11/07/2023;14/03/2024;247;2.0;A, C
NDC;docs écris;Electricité courants forts;NDC Eclairement.pdf;13/12/2023;16/01/2024;34;2.0;A, B
NDC;docs écris;Electricité courants forts;NDC GE MOBILE.pdf;14/03/2024;19/03/2024;5;2.0;A, B
NDC;docs écris;Electricité courants forts;NDC HTA.pdf;12/03/2024;12/03/2024;0;1.0;A
NDC;docs écris;Electricité courants forts;NDC SGX.pdf;11/07/2023;21/03/2024;254;3.0;A, B, C
NDC;docs écris;Equipements de cuisine;Bilan des FLUIDES.pdf;08/03/2023;08/03/2023;0;1.0;A
NDC;docs écris;Equipements de cuisine;Bilan des fluides MRG indB.pdf;21/03/2023;06/07/2023;107;2.0;B, C
NDC;docs écris;Façades; Charge de neige.pdf;29/08/2023;29/08/2023;0;1.0;A
NDC;docs écris;Façades;Cahier Tolérances déformations cadre.pdf;27/03/2023;18/12/2023;266;2.0;A, B
NDC;docs écris;Façades;Cahier Tolérances déformations grille.pdf;27/03/2023;18/12/2023;266;2.0;A, B
NDC;docs écris;Façades;Cahier des Tolérances déformations chassis.pdf;12/09/2023;18/12/2023;97;2.0;A, B
NDC;docs écris;Façades;Descente de charges T6.pdf;27/03/2023;05/09/2023;162;4.0;A, C, D, E
NDC;docs écris;Façades;Descente de charges.pdf;12/04/2023;18/12/2023;250;3.0;A, B, C
NDC;docs écris;Façades;NDC Acoustique T1 - Flanking.pdf;16/11/2023;16/11/2023;0;1.0;A
NDC;docs écris;Façades;NDC Acoustique T1.pdf;14/09/2023;14/09/2023;0;1.0;A
NDC;docs écris;Façades;NDC Acoustique T2- Flanking.pdf;01/12/2023;01/12/2023;0;1.0;A
NDC;docs écris;Façades;NDC Acoustique T2.pdf;14/09/2023;14/09/2023;0;1.0;A
NDC;docs écris;Façades;NDC Acoustique T3 T4 - Flanking.pdf;29/01/2024;29/01/2024;0;1.0;A
NDC;docs écris;Façades;NDC Acoustique T3.pdf;16/11/2023;16/11/2023;0;1.0;A
NDC;docs écris;Façades;NDC Acoustique T6-T7.pdf;15/04/2024;15/04/2024;0;1.0;A
NDC;docs écris;Façades;NDC Echauffement façades (T1 - T2 -T3 - T4 - T5 - T6).pdf;11/01/2024;11/01/2024;0;1.0;A
NDC;docs écris;Façades;NDC Statique T1A-T1B - Cadre alluminium bloc vision et opaque.pdf;26/09/2023;27/12/2023;92;2.0;A, B
NDC;docs écris;Façades;NDC Statique T1A-T1B - Pattes en appui.pdf;20/09/2023;26/01/2024;128;3.0;A, B, C
NDC;docs écris;Façades;NDC Statique T2A-T2B - Facade patio.pdf;15/05/2023;21/02/2024;282;3.0;A, B, C
NDC;docs écris;Façades;NDC Statique T3 - Facade socle - Attique roof top - Facade hall.pdf;26/01/2024;26/01/2024;0;1.0;A
NDC;docs écris;Façades;NDC Statique T3B.pdf;07/09/2023;27/12/2023;111;2.0;A, B
NDC;docs écris;Façades;NDC Statique T3C.pdf;03/01/2024;21/03/2024;78;2.0;A, B
NDC;docs écris;Façades;NDC Statique T4A-T4B - Facade serres.pdf;05/02/2024;16/02/2024;11;2.0;A, B
NDC;docs écris;Façades;NDC Statique T5 - Halle d'entree.pdf;05/09/2023;04/03/2024;181;3.0;A, B, C
NDC;docs écris;Façades;NDC Statique T6 - Verriere de l'atrium -  Détails et charge d'excentricité.pdf;16/06/2023;30/01/2024;228;5.0;A, B, C, D, E
NDC;docs écris;Façades;NDC Statique T6 - Verriere de l'atrium.pdf;24/08/2023;26/01/2024;155;4.0;A, B, C, D
NDC;docs écris;Façades;NDC Statique Vitrage T6 - Verriere de l'atrium.pdf;05/03/2024;05/03/2024;0;1.0;A
NDC;docs écris;Façades;NDC Statique vitrages façades.pdf;05/09/2023;08/01/2024;125;4.0;A, B, C, D
NDC;docs écris;Façades;NDC Thermique T1A-T1B - Cadre alluminium bloc vision et opaque.pdf;28/09/2023;12/01/2024;106;2.0;A, B
NDC;docs écris;Façades;NDC Thermique T2A-T2B - Facade patio.pdf;07/11/2023;09/02/2024;94;2.0;A, B
NDC;docs écris;Façades;NDC Thermique T3 - Facade socle - Attique roof top - Facade hall.pdf;09/11/2023;26/01/2024;78;2.0;A, B
NDC;docs écris;Façades;NDC Thermique T3B - Attique.pdf;09/11/2023;26/01/2024;78;2.0;A, B
NDC;docs écris;Façades;NDC Thermique T4A-T4B - Facade serres.pdf;19/03/2024;19/03/2024;0;1.0;A
NDC;docs écris;Façades;NDC Thermique T5 - Halle d'entree.pdf;04/03/2024;04/03/2024;0;1.0;A
NDC;docs écris;Façades;NDC Thermique T6 - Verriere de l'atrium.pdf;28/09/2023;12/01/2024;106;2.0;A, B
NDC;docs écris;Façades;Note d'hypothèses générale.pdf;27/03/2023;18/12/2023;266;3.0;A, B, C
NDC;docs écris;Façades;Rapport justificatif dimensionnement longueur terre cuite.pdf;11/08/2023;11/08/2023;0;1.0;A
NDC;docs écris;Façades;Tableau performances thermiques façades.pdf;19/02/2024;19/03/2024;29;2.0;A, B
NDC;docs écris;Gros-œuvre;Calcul encastrement zone 6.pdf;27/02/2024;27/02/2024;0;1.0;A
NDC;docs écris;Gros-œuvre;Comparatif des descentes de charges.pdf;03/05/2023;20/02/2024;293;7.0;A, B, C, D, E, F, G
NDC;docs écris;Gros-œuvre;DDC d'étaiement zone 2.pdf;20/04/2023;20/04/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;Descente de charges de l'existant.pdf;03/05/2023;20/02/2024;293;5.0;A, B, C, D, E
NDC;docs écris;Gros-œuvre;Descente des charges du projet.pdf;28/02/2023;15/12/2023;290;5.0;A, B, C, D, E
NDC;docs écris;Gros-œuvre;Etudes de la stabilité de la dalle PHR+6.pdf;24/07/2023;24/07/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;Etudes des efforts de CVT définitif zone A.pdf;31/05/2023;06/10/2023;128;2.0;A, B
NDC;docs écris;Gros-œuvre;Etudes des efforts de CVT définitif zone B.pdf;26/05/2023;26/05/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;Etudes des efforts de CVT provisoire zone A.pdf;02/05/2023;02/05/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;Etudes des efforts de CVT provisoire zone B.pdf;20/04/2023;20/04/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;NDC Consoles métalliques sur voile.pdf;07/08/2023;07/08/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;NDC de stabilité au feu des planchers collaborants zone 1.pdf;07/08/2023;07/08/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;NDC de stabilité au feu des planchers collaborants zone 3.pdf;25/07/2023;11/03/2024;230;2.0;A, B
NDC;docs écris;Gros-œuvre;NDC de stabilité au feu des planchers collaborants zone 4.pdf;10/07/2023;10/07/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;NDC de stabilité au feu des planchers collaborants zone 5.pdf;16/01/2024;16/01/2024;0;1.0;A
NDC;docs écris;Gros-œuvre;NDC de stabilité au feu des planchers collaborants zone 6.pdf;11/12/2023;11/12/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;NDC de stabilité au feu des planchers collaborants zone 7.pdf;11/07/2023;11/07/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;NDC détermination des dalles à renforcer au PH SS1 sous charges du SIPOREX.pdf;06/02/2024;06/02/2024;0;1.0;A
NDC;docs écris;Gros-œuvre;NDC verrière.pdf;15/04/2024;15/04/2024;0;1.0;A
NDC;docs écris;Gros-œuvre;NOTE DE CALCULS - ZONE 3 Chambord.pdf;08/02/2024;11/03/2024;32;2.0;A, B
NDC;docs écris;Gros-œuvre;Note d'hypothèses générales.pdf;28/02/2023;25/09/2023;209;2.0;A, B
NDC;docs écris;Gros-œuvre;Note de calcul  acier de couture du joint sec file 7.pdf;27/12/2023;27/12/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;Note de calcul CVT provisoire zone A.pdf;11/05/2023;11/05/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;Note de calcul CVT provisoire zone B.pdf;25/05/2023;25/05/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;Note de calcul des déformations des fers de rive sous façade.pdf;02/11/2023;11/12/2023;39;2.0;A, B
NDC;docs écris;Gros-œuvre;Note de calcul zone 1.pdf;07/07/2023;21/09/2023;76;4.0;A, B, C, D
NDC;docs écris;Gros-œuvre;Note de calcul zone 2 bis.pdf;27/12/2023;27/02/2024;62;2.0;A, B
NDC;docs écris;Gros-œuvre;Note de calcul zone 2.pdf;10/01/2024;11/03/2024;61;3.0;A, B, C
NDC;docs écris;Gros-œuvre;Note de calcul zone 3  charpente métallique en façade.pdf;11/09/2023;11/09/2023;0;1.0;A
NDC;docs écris;Gros-œuvre;Note de calcul zone 3 escalier Chambord.pdf;22/01/2024;23/01/2024;1;2.0;A, B
NDC;docs écris;Gros-œuvre;Note de calcul zone 4.pdf;02/06/2023;21/09/2023;111;3.0;A, B, C
NDC;docs écris;Gros-œuvre;Note de calcul zone 5.pdf;27/10/2023;27/02/2024;123;3.0;A, B, C
NDC;docs écris;Gros-œuvre;Note de calcul zone 6.pdf;20/09/2023;27/02/2024;160;4.0;A, B, C, D
NDC;docs écris;Gros-œuvre;Note de calcul zone 7.pdf;04/05/2023;24/10/2023;173;4.0;A, B, C, D
NDC;docs écris;Gros-œuvre;Note de calcul zone 8 - B.pdf;07/02/2024;07/02/2024;0;1.0;A
NDC;docs écris;Gros-œuvre;Note de calcul zone 8 -C.pdf;15/03/2024;15/03/2024;0;1.0;A
NDC;docs écris;Gros-œuvre;Note de calcul zone 8.pdf;30/01/2024;11/03/2024;41;2.0;A, B
NDC;docs écris;Gros-œuvre;Note de calcul étaiement zone 1.pdf;05/06/2023;06/07/2023;31;2.0;A, B
NDC;docs écris;Gros-œuvre;R01 - Plans de charges et surcharges.pdf;28/02/2023;22/05/2023;83;2.0;A, B
NDC;docs écris;Gros-œuvre;R02 - Plans de charges et surcharges.pdf;28/02/2023;22/05/2023;83;3.0;A, B, C
NDC;docs écris;Gros-œuvre;R03 - Plans de charges et surcharges.pdf;28/02/2023;22/05/2023;83;2.0;A, B
NDC;docs écris;Gros-œuvre;R04 - Plans de charges et surcharges.pdf;28/02/2023;22/05/2023;83;2.0;A, B
NDC;docs écris;Gros-œuvre;R05 - Plans de charges et surcharges.pdf;28/02/2023;22/05/2023;83;2.0;A, B
NDC;docs écris;Gros-œuvre;R06 - Plans de charges et surcharges.pdf;28/02/2023;22/05/2023;83;2.0;A, B
NDC;docs écris;Gros-œuvre;R07 - Plans de charges et surcharges.pdf;28/02/2023;22/05/2023;83;2.0;A, B
NDC;docs écris;Gros-œuvre;R08 - Plans de charges et surcharges.pdf;28/02/2023;22/05/2023;83;2.0;A, B
NDC;docs écris;Gros-œuvre;RDC - Plans de charges et surcharges.pdf;28/02/2023;22/05/2023;83;2.0;A, B
NDC;docs écris;Gros-œuvre;SS1 - Plans de charges et surcharges.pdf;28/02/2023;22/05/2023;83;2.0;A, B
NDC;docs écris;Gros-œuvre;SS2 - Plans de charges et surcharges.pdf;28/02/2023;20/06/2023;112;3.0;A, B, C
NDC;docs écris;Gros-œuvre;SS3 - Plans de charges et surcharges.pdf;28/02/2023;05/07/2023;127;2.0;A, B
NDC;docs écris;Gros-œuvre;SS4 - Plans de charges et surcharges.pdf;28/02/2023;28/08/2023;181;3.0;A, B, C
NDC;docs écris;Gros-œuvre;SS5 - Plans de charges et surcharges.pdf;28/02/2023;22/05/2023;83;2.0;A, B
NDC;docs écris;Gros-œuvre;Toiture - Plans de charges et surcharges.pdf;28/02/2023;25/09/2023;209;2.0;A, B
NDC;docs écris;Nacelle de nettoyage; DDC.pdf;29/06/2023;16/01/2024;201;3.0;A, B, C
NDC;docs écris;Plomberie;Bilan de puissance électrique avec repérage.pdf;01/06/2023;29/03/2024;302;3.0;A, B, C
NDC;docs écris;Plomberie;EV et relevage.pdf;25/10/2023;25/10/2023;0;1.0;A
NDC;docs écris;Plomberie;Hypothèses de calculs PLOMBERIE.pdf;22/06/2023;22/06/2023;0;1.0;A
NDC;docs écris;Plomberie;Liste de points GTB avec repérage.pdf;05/01/2024;29/03/2024;84;2.0;A, B
NDC;docs écris;Plomberie;Note de calcul EF et surpresseur.pdf;20/09/2023;20/09/2023;0;1.0;A
NDC;docs écris;Plomberie;Note de calcul bassin de rétention EP.pdf;29/06/2023;25/04/2024;301;3.0;A, B, C
NDC;docs écris;Plomberie;Note de calcul bouclages ECS.pdf;13/12/2023;13/12/2023;0;1.0;A
NDC;docs écris;Plomberie;Note de calcul productions ECS.pdf;29/09/2023;15/02/2024;139;2.0;A, B
NDC;docs écris;Plomberie;Note de calcul séparateur à hydrocarbures.pdf;27/03/2023;28/02/2024;338;2.0;A, B
NDC;docs écris;Plomberie;Note de calcul séparateurs à graisses.pdf;28/03/2023;28/03/2023;0;1.0;A
NDC;docs écris;Reprise du radier et cuvelage;Notes de calcul (environ 25 prévues).pdf;10/03/2023;02/06/2023;84;3.0;A, B, C
NDC;docs écris;Reprise du radier et cuvelage;Procédure d'execution traitement du radier.pdf;10/03/2023;17/05/2023;68;2.0;A, B
NDC;docs écris;Reprise du radier et cuvelage;Procédure d'execution traitement voile.pdf;10/03/2023;17/05/2023;68;2.0;A, B
NDC;docs écris;Reprise du radier et cuvelage;Procédure traitement des infiltrations.pdf;10/03/2023;17/05/2023;68;2.0;A, B
NDC;docs écris;Serrurerie - Métallerie;GLF-EXE-DUM-07-TNX-A-NDC-8001-A NDC escaliers chambord.pdf;23/11/2023;23/11/2023;0;2.0;A, B
NDC;docs écris;Serrurerie - Métallerie;GLF-EXE-DUM-07-TNX-A-NDC-8002-A - NDC ES 11.pdf;23/01/2024;23/01/2024;0;1.0;A
NDC;docs écris;Serrurerie - Métallerie;GLF-EXE-DUM-07-TNX-A-NDC-8004-A - NDC GC 2.pdf;04/04/2024;04/04/2024;0;1.0;A
NDC;docs écris;Serrurerie - Métallerie;GLF-EXE-DUM-07-TNX-TZN-NDC-8003-A - NDC EI2.pdf;23/01/2024;06/03/2024;43;2.0;A, B
NDC;docs écris;Sprinklage;BILAN ÉLECTRIQUE SPRINKLAGE.pdf;15/06/2023;15/06/2023;0;1.0;A
NDC;docs écris;Sprinklage;CALCUL DÉFAVORISÉ DU POSTE DE L'INSTALLATION SPRINKLEUR.pdf;19/10/2023;19/10/2023;0;1.0;A
NDC;docs écris;Sprinklage;CALCUL FAVORISÉ DU POSTE DE L'INSTALLATION SPRINKLEUR.pdf;19/10/2023;19/10/2023;0;1.0;A
NTE;docs écris;Appareils élévateurs;Etude de trafic monte-vélos.pdf;31/10/2023;31/10/2023;0;1.0;A
NTE;docs écris;Appareils élévateurs;Fiche de demande bilan de puissance ELEC courant fort.pdf;30/03/2023;30/03/2023;0;1.0;A
NTE;docs écris;Electricité courants faibles;Etude couverture WIFI.pdf;23/10/2023;04/03/2024;133;2.0;A, B
NTE;docs écris;Electricité courants faibles;Note de fonctionnement INPT.pdf;07/03/2024;07/03/2024;0;1.0;A
NTE;docs écris;Electricité courants forts;Evaluation des risques foudre.pdf;11/07/2023;25/01/2024;198;3.0;A, B, C
NTE;docs écris;Gestion Technique du Bâtiment;Analyse fonctionnelle régulation.pdf;19/12/2023;19/12/2023;0;1.0;A
NTE;docs écris;Gestion Technique du Bâtiment;Liste de points GTB.pdf;05/04/2024;05/04/2024;0;1.0;A
NTE;docs écris;Gros-œuvre;GLF-EXE-DUM-01A-TNX-TNZ-NTE-0002-A - PROTOCOLE PERMIS FEU.pdf;27/09/2023;27/09/2023;0;1.0;B
NTE;docs écris;Gros-œuvre;GLF-EXE-DUM-01A-TNX-TZN-NTE-0007-A - REPERAGE DES ISOLANTS.pdf;20/04/2023;16/04/2024;362;5.0;A, B, C, D, E
NTE;docs écris;Gros-œuvre;GLF-EXE-DUM-01A-TNX-TZN-NTE-0009-A - FLOCAGE - AVIS CHANTIER.pdf;18/12/2023;18/12/2023;0;1.0;A
NTE;docs écris;Gros-œuvre;REPERAGE DES  ISOLANTS VERTICAUX.pdf;12/12/2023;18/12/2023;6;4.0;A, B, C, D
NTE;docs écris;Reprise du radier et cuvelage;2.39746 - PEX SCELLEMENT ind.B.pdf;07/04/2023;17/05/2023;40;3.0;A, B, C
NTE;docs écris;Reprise du radier et cuvelage;RAPPORT 240423-1GP.pdf;19/06/2023;08/08/2023;50;2.0;A, D
PAQ;docs écris;Chauffage - Ventilation - Climatisation - Désenfumage;PQEP LEFORT FRANCHETEAU.pdf;24/02/2023;24/02/2023;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Autocontrole des réservations des portes escaliers .pdf;18/03/2024;18/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Autocontrôles renforts vasque sanitaire R2C2 femmes.pdf;15/12/2023;15/12/2023;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Autocontrôles renforts vasque sanitaire R2C2 hommes.pdf;15/12/2023;15/12/2023;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Autocontrôles renforts vasque sanitaire R3C2 femmes.pdf;15/12/2023;15/12/2023;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Autocontrôles renforts vasque sanitaire R3C2 hommes.pdf;15/12/2023;15/12/2023;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Autocontrôles témoin palier ascenseurs.pdf;08/12/2023;08/12/2023;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Autocontrôles témoin sanitaires.pdf;08/12/2023;08/12/2023;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Dossier autocontroles témpoin acoustique.pdf;05/04/2024;05/04/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R1 C1.pdf;25/03/2024;25/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R1 C2.pdf;25/03/2024;25/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R2 B.pdf;25/03/2024;25/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R2 C2 .pdf;06/12/2023;06/12/2023;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R3 B.pdf;28/03/2024;28/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R3 C1.pdf;28/03/2024;28/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R3 C2 .pdf;06/12/2023;06/12/2023;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R4 B.pdf;25/03/2024;25/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R4 C1.pdf;28/03/2024;28/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R4 C2 .pdf;06/12/2023;06/12/2023;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R5 B .pdf;25/03/2024;25/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R5 C1.pdf;25/03/2024;25/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R5 C2.pdf;25/03/2024;25/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R6 B .pdf;25/03/2024;25/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R6 C1.pdf;25/03/2024;25/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;Fiche 1 Autocontrole sanitaires R6 C2.pdf;25/03/2024;25/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;GLF-EXE-DUM-06-R+1-C-PAQ-0012-A (Autocontrôles renforts vasque sanitaire R1 C2).pdf;05/04/2024;05/04/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;GLF-EXE-DUM-06-R+3-C-PAQ-0007-A (Autocontrôles renforts vasque sanitaire R3 C).pdf;20/03/2024;20/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;GLF-EXE-DUM-06-R+4-B-PAQ-0011-A (Autocontrôles renforts vasque sanitaire R4 B).pdf;20/03/2024;20/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;GLF-EXE-DUM-06-R+4-C-PAQ-0008-A (Autocontrôles renforts vasque sanitaire R4 C).pdf;20/03/2024;20/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;GLF-EXE-DUM-06-R+5-B-PAQ-0013-A (Autocontrôles renforts vasque sanitaire R5 B).pdf;05/04/2024;05/04/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;GLF-EXE-DUM-06-R+5-C-PAQ-0009-A (Autocontrôles renforts vasque sanitaire R5 C).pdf;20/03/2024;20/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;GLF-EXE-DUM-06-R+6-B-PAQ-0014-A (Autocontrôles renforts vasque sanitaire R6 B).pdf;05/04/2024;05/04/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;GLF-EXE-DUM-06-R+6-C-PAQ-0010-A (Autocontrôles renforts vasque sanitaire R6 C).pdf;20/03/2024;20/03/2024;0;1.0;A
PAQ;docs écris;Cloisons - Doublages;GLF-EXE-DUM-06-TNX-PAQ-0005-A (Autocontrôles des réservations portes DAS).pdf;18/03/2024;18/03/2024;0;1.0;A
PAQ;docs écris;Façades;PAQ.pdf;31/03/2023;31/03/2023;0;1.0;A
PAQ;docs écris;Gros-œuvre;Autocontroles Reservations et finitions GO palier ASC TRIPLEX.xlsx;20/03/2024;20/03/2024;0;1.0;A
PAQ;docs écris;Gros-œuvre;Autocontroles réservations GO portes d'escalier .xlsx;20/03/2024;20/03/2024;0;1.0;A
PAQ;docs écris;Reprise du radier et cuvelage; Plan de contrôle.pdf;07/04/2023;17/05/2023;40;2.0;A, B
PAQ;docs écris;Revêtements de sols et murs durs;Fiche d'autocontrôle - Lot carrelage - R2 Sanitaire FH C2.pdf;22/01/2024;22/01/2024;0;1.0;A
PAQ;docs écris;Revêtements de sols et murs durs;Fiche d'autocontrôle - Lot carrelage - R3 Sanitaire FH C2.pdf;22/01/2024;22/01/2024;0;1.0;A
PAQ;docs écris;Revêtements de sols et murs durs;GLF-EXE-DUM-11-R+3-C-PAQ-0002-A (Fiche d'autocontrôle - Lot carrelage - R3 Sanitaire FH C1 - Chape).pdf;28/02/2024;28/02/2024;0;1.0;A
PAQ;docs écris;Revêtements de sols et murs durs;GLF-EXE-DUM-11-R+4-C-PAQ-0001-A (Fiche d'autocontrôle - Lot carrelage - R4 Sanitaire FH C2 - Chape).pdf;28/02/2024;28/02/2024;0;1.0;A
PAQ;docs écris;Revêtements de sols et murs durs;GLF-EXE-DUM-11-R+4-C-PAQ-0002-A (Fiche d'autocontrôle - Lot carrelage - R4 Sanitaire FH C1 - Chape).pdf;28/02/2024;28/02/2024;0;1.0;A
PAQ;docs écris;Revêtements de sols et murs durs;GLF-EXE-DUM-11-R+5-C-PAQ-0001-A (Fiche d'autocontrôle - Lot carrelage - R5 Sanitaire FH C2 - Chape).pdf;28/02/2024;28/02/2024;0;1.0;A
PAQ;docs écris;Revêtements de sols et murs durs;GLF-EXE-DUM-11-R+5-C-PAQ-0002-A (Fiche d'autocontrôle - Lot carrelage - R5 Sanitaire FH C1 - Chape).pdf;28/02/2024;28/02/2024;0;1.0;A
PCO;docs graphiques;Gros-œuvre;100_SS3.pdf;10/03/2023;22/12/2023;287;6.0;A, C, D, E, F, G
PCO;docs graphiques;Gros-œuvre;100_SS4.pdf;11/04/2023;22/12/2023;255;5.0;A, B, C, D, E
PCO;docs graphiques;Gros-œuvre;100_SS5.pdf;18/04/2023;22/12/2023;248;6.0;A, B, C, D, E, F
PCO;docs graphiques;Gros-œuvre;50_SS3_ZoneA.pdf;10/03/2023;22/12/2023;287;6.0;A, C, D, E, F, G
PCO;docs graphiques;Gros-œuvre;50_SS3_ZoneB.pdf;10/03/2023;22/12/2023;287;7.0;A, B, C, D, E, F, G
PCO;docs graphiques;Gros-œuvre;50_SS3_ZoneC.pdf;10/03/2023;22/12/2023;287;6.0;A, C, D, E, F, G
PCO;docs graphiques;Gros-œuvre;50_SS4_ZoneA.pdf;11/04/2023;22/12/2023;255;5.0;A, B, C, D, E
PCO;docs graphiques;Gros-œuvre;50_SS4_ZoneB.pdf;11/04/2023;22/12/2023;255;5.0;A, B, C, D, E
PCO;docs graphiques;Gros-œuvre;50_SS4_ZoneC.pdf;11/04/2023;22/12/2023;255;5.0;A, B, C, D, E
PCO;docs graphiques;Gros-œuvre;50_SS5_ZoneA.pdf;18/04/2023;22/12/2023;248;6.0;A, B, C, D, E, F
PCO;docs graphiques;Gros-œuvre;50_SS5_ZoneB.pdf;18/04/2023;22/12/2023;248;6.0;A, B, C, D, E, F
PCO;docs graphiques;Gros-œuvre;50_SS5_ZoneC.pdf;18/04/2023;22/12/2023;248;6.0;A, B, C, D, E, F
PCO;docs graphiques;Gros-œuvre;7,1.pdf;08/12/2023;22/12/2023;14;3.0;A, B, C
PCO;docs graphiques;Gros-œuvre;7.pdf;03/07/2023;07/02/2024;219;7.0;A, B, C, D, E, F, G
PCO;docs graphiques;Gros-œuvre;Carnet de coffrage ascenseur files H1-15.pdf;13/12/2023;12/01/2024;30;2.0;A, B
PCO;docs graphiques;Gros-œuvre;Carnet de coffrage zone 1 infra.pdf;11/07/2023;17/01/2024;190;5.0;A, B, C, D, E
PCO;docs graphiques;Gros-œuvre;Carnet de coffrage zone 2 infra.pdf;24/08/2023;05/03/2024;194;6.0;A, B, C, D, E, F
PCO;docs graphiques;Gros-œuvre;Carnet de coffrage zone 4.pdf;05/07/2023;07/08/2023;33;3.0;A, B, C
PCO;docs graphiques;Gros-œuvre;Carnet de coffrage zone 5.pdf;16/08/2023;30/10/2023;75;2.0;A, B
PCO;docs graphiques;Gros-œuvre;Carnet de coffrage zone 6.pdf;16/08/2023;05/02/2024;173;3.0;A, B, C
PCO;docs graphiques;Gros-œuvre;Carnet de coffrage zone local vélo.pdf;03/07/2023;18/12/2023;168;4.0;A, B, C, D
PCO;docs graphiques;Gros-œuvre;Escalier EI4.pdf;14/09/2023;07/12/2023;84;2.0;A, B
PCO;docs graphiques;Gros-œuvre;Escalier ES10 -  Coffrage et coupe RDC au R+1.pdf;09/08/2023;11/01/2024;155;2.0;A, B
