TYPE DE DOCUMENT,Categ_Docs,desc_lot,Libellé du document,min,max,Différence en jours,Nombre d'indices,Indices utilisés
NDC,docs écris,Chauffage - Ventilation - Climatisation - Désenfumage,LISTE DES POINTS.pdf,2023-12-15,2023-12-15,0,1.0,A
NDC,docs écris,Chauffage - Ventilation - Climatisation - Désenfumage,SÉLECTION DES VENTILO-CONVECTEURS.pdf,2023-02-24,2024-03-13,383,3.0,"A, B, C"
NDC,docs écris,Chauffage - Ventilation - Climatisation - Désenfumage,VENTILATION PARKING.pdf,2023-02-24,2023-04-07,42,2.0,"A, B"
NDC,docs écris,Electricité courants faibles,Analyse de risque.pdf,2023-05-17,2023-05-17,0,1.0,A
NDC,docs écris,Electricité courants faibles,Note de calcul AES.pdf,2024-03-14,2024-03-14,0,1.0,A
NDC,docs écris,Electricité courants faibles,Note de calcul stockage vidéosurveillance.pdf,2023-04-24,2023-04-24,0,1.0,A
NDC,docs écris,Electricité courants forts,Bilan de puissance CFO.pdf,2023-07-11,2024-03-19,252,2.0,"A, B"
NDC,docs écris,Electricité courants forts,NDC ABONNES.pdf,2023-07-11,2024-03-14,247,2.0,"A, C"
NDC,docs écris,Electricité courants forts,NDC Eclairement.pdf,2023-12-13,2024-01-16,34,2.0,"A, B"
NDC,docs écris,Electricité courants forts,NDC GE MOBILE.pdf,2024-03-14,2024-03-19,5,2.0,"A, B"
NDC,docs écris,Electricité courants forts,NDC HTA.pdf,2024-03-12,2024-03-12,0,1.0,A
NDC,docs écris,Electricité courants forts,NDC SGX.pdf,2023-07-11,2024-03-21,254,3.0,"A, B, C"
NDC,docs écris,Equipements de cuisine,Bilan des FLUIDES.pdf,2023-03-08,2023-03-08,0,1.0,A
NDC,docs écris,Equipements de cuisine,Bilan des fluides MRG indB.pdf,2023-03-21,2023-07-06,107,2.0,"B, C"
NDC,docs écris,Façades, Charge de neige.pdf,2023-08-29,2023-08-29,0,1.0,A
NDC,docs écris,Façades,Cahier Tolérances déformations cadre.pdf,2023-03-27,2023-12-18,266,2.0,"A, B"
NDC,docs écris,Façades,Cahier Tolérances déformations grille.pdf,2023-03-27,2023-12-18,266,2.0,"A, B"
NDC,docs écris,Façades,Cahier des Tolérances déformations chassis.pdf,2023-09-12,2023-12-18,97,2.0,"A, B"
NDC,docs écris,Façades,Descente de charges T6.pdf,2023-03-27,2023-09-05,162,4.0,"A, C, D, E"
NDC,docs écris,Façades,Descente de charges.pdf,2023-04-12,2023-12-18,250,3.0,"A, B, C"
NDC,docs écris,Façades,NDC Acoustique T1 - Flanking.pdf,2023-11-16,2023-11-16,0,1.0,A
NDC,docs écris,Façades,NDC Acoustique T1.pdf,2023-09-14,2023-09-14,0,1.0,A
NDC,docs écris,Façades,NDC Acoustique T2- Flanking.pdf,2023-12-01,2023-12-01,0,1.0,A
NDC,docs écris,Façades,NDC Acoustique T2.pdf,2023-09-14,2023-09-14,0,1.0,A
NDC,docs écris,Façades,NDC Acoustique T3 T4 - Flanking.pdf,2024-01-29,2024-01-29,0,1.0,A
NDC,docs écris,Façades,NDC Acoustique T3.pdf,2023-11-16,2023-11-16,0,1.0,A
NDC,docs écris,Façades,NDC Acoustique T6-T7.pdf,2024-04-15,2024-04-15,0,1.0,A
NDC,docs écris,Façades,NDC Echauffement façades (T1 - T2 -T3 - T4 - T5 - T6).pdf,2024-01-11,2024-01-11,0,1.0,A
NDC,docs écris,Façades,NDC Statique T1A-T1B - Cadre alluminium bloc vision et opaque.pdf,2023-09-26,2023-12-27,92,2.0,"A, B"
NDC,docs écris,Façades,NDC Statique T1A-T1B - Pattes en appui.pdf,2023-09-20,2024-01-26,128,3.0,"A, B, C"
NDC,docs écris,Façades,NDC Statique T2A-T2B - Facade patio.pdf,2023-05-15,2024-02-21,282,3.0,"A, B, C"
NDC,docs écris,Façades,NDC Statique T3 - Facade socle - Attique roof top - Facade hall.pdf,2024-01-26,2024-01-26,0,1.0,A
NDC,docs écris,Façades,NDC Statique T3B.pdf,2023-09-07,2023-12-27,111,2.0,"A, B"
NDC,docs écris,Façades,NDC Statique T3C.pdf,2024-01-03,2024-03-21,78,2.0,"A, B"
NDC,docs écris,Façades,NDC Statique T4A-T4B - Facade serres.pdf,2024-02-05,2024-02-16,11,2.0,"A, B"
NDC,docs écris,Façades,NDC Statique T5 - Halle d'entree.pdf,2023-09-05,2024-03-04,181,3.0,"A, B, C"
NDC,docs écris,Façades,NDC Statique T6 - Verriere de l'atrium -  Détails et charge d'excentricité.pdf,2023-06-16,2024-01-30,228,5.0,"A, B, C, D, E"
NDC,docs écris,Façades,NDC Statique T6 - Verriere de l'atrium.pdf,2023-08-24,2024-01-26,155,4.0,"A, B, C, D"
NDC,docs écris,Façades,NDC Statique Vitrage T6 - Verriere de l'atrium.pdf,2024-03-05,2024-03-05,0,1.0,A
NDC,docs écris,Façades,NDC Statique vitrages façades.pdf,2023-09-05,2024-01-08,125,4.0,"A, B, C, D"
NDC,docs écris,Façades,NDC Thermique T1A-T1B - Cadre alluminium bloc vision et opaque.pdf,2023-09-28,2024-01-12,106,2.0,"A, B"
NDC,docs écris,Façades,NDC Thermique T2A-T2B - Facade patio.pdf,2023-11-07,2024-02-09,94,2.0,"A, B"
NDC,docs écris,Façades,NDC Thermique T3 - Facade socle - Attique roof top - Facade hall.pdf,2023-11-09,2024-01-26,78,2.0,"A, B"
NDC,docs écris,Façades,NDC Thermique T3B - Attique.pdf,2023-11-09,2024-01-26,78,2.0,"A, B"
NDC,docs écris,Façades,NDC Thermique T4A-T4B - Facade serres.pdf,2024-03-19,2024-03-19,0,1.0,A
NDC,docs écris,Façades,NDC Thermique T5 - Halle d'entree.pdf,2024-03-04,2024-03-04,0,1.0,A
NDC,docs écris,Façades,NDC Thermique T6 - Verriere de l'atrium.pdf,2023-09-28,2024-01-12,106,2.0,"A, B"
NDC,docs écris,Façades,Note d'hypothèses générale.pdf,2023-03-27,2023-12-18,266,3.0,"A, B, C"
NDC,docs écris,Façades,Rapport justificatif dimensionnement longueur terre cuite.pdf,2023-08-11,2023-08-11,0,1.0,A
NDC,docs écris,Façades,Tableau performances thermiques façades.pdf,2024-02-19,2024-03-19,29,2.0,"A, B"
NDC,docs écris,Gros-uvre,Calcul encastrement zone 6.pdf,2024-02-27,2024-02-27,0,1.0,A
NDC,docs écris,Gros-uvre,Comparatif des descentes de charges.pdf,2023-05-03,2024-02-20,293,7.0,"A, B, C, D, E, F, G"
NDC,docs écris,Gros-uvre,DDC d'étaiement zone 2.pdf,2023-04-20,2023-04-20,0,1.0,A
NDC,docs écris,Gros-uvre,Descente de charges de l'existant.pdf,2023-05-03,2024-02-20,293,5.0,"A, B, C, D, E"
NDC,docs écris,Gros-uvre,Descente des charges du projet.pdf,2023-02-28,2023-12-15,290,5.0,"A, B, C, D, E"
NDC,docs écris,Gros-uvre,Etudes de la stabilité de la dalle PHR+6.pdf,2023-07-24,2023-07-24,0,1.0,A
NDC,docs écris,Gros-uvre,Etudes des efforts de CVT définitif zone A.pdf,2023-05-31,2023-10-06,128,2.0,"A, B"
NDC,docs écris,Gros-uvre,Etudes des efforts de CVT définitif zone B.pdf,2023-05-26,2023-05-26,0,1.0,A
NDC,docs écris,Gros-uvre,Etudes des efforts de CVT provisoire zone A.pdf,2023-05-02,2023-05-02,0,1.0,A
NDC,docs écris,Gros-uvre,Etudes des efforts de CVT provisoire zone B.pdf,2023-04-20,2023-04-20,0,1.0,A
NDC,docs écris,Gros-uvre,NDC Consoles métalliques sur voile.pdf,2023-08-07,2023-08-07,0,1.0,A
NDC,docs écris,Gros-uvre,NDC de stabilité au feu des planchers collaborants zone 1.pdf,2023-08-07,2023-08-07,0,1.0,A
NDC,docs écris,Gros-uvre,NDC de stabilité au feu des planchers collaborants zone 3.pdf,2023-07-25,2024-03-11,230,2.0,"A, B"
NDC,docs écris,Gros-uvre,NDC de stabilité au feu des planchers collaborants zone 4.pdf,2023-07-10,2023-07-10,0,1.0,A
NDC,docs écris,Gros-uvre,NDC de stabilité au feu des planchers collaborants zone 5.pdf,2024-01-16,2024-01-16,0,1.0,A
NDC,docs écris,Gros-uvre,NDC de stabilité au feu des planchers collaborants zone 6.pdf,2023-12-11,2023-12-11,0,1.0,A
NDC,docs écris,Gros-uvre,NDC de stabilité au feu des planchers collaborants zone 7.pdf,2023-07-11,2023-07-11,0,1.0,A
NDC,docs écris,Gros-uvre,NDC détermination des dalles à renforcer au PH SS1 sous charges du SIPOREX.pdf,2024-02-06,2024-02-06,0,1.0,A
NDC,docs écris,Gros-uvre,NDC verrière.pdf,2024-04-15,2024-04-15,0,1.0,A
NDC,docs écris,Gros-uvre,NOTE DE CALCULS - ZONE 3 Chambord.pdf,2024-02-08,2024-03-11,32,2.0,"A, B"
NDC,docs écris,Gros-uvre,Note d'hypothèses générales.pdf,2023-02-28,2023-09-25,209,2.0,"A, B"
NDC,docs écris,Gros-uvre,Note de calcul  acier de couture du joint sec file 7.pdf,2023-12-27,2023-12-27,0,1.0,A
NDC,docs écris,Gros-uvre,Note de calcul CVT provisoire zone A.pdf,2023-05-11,2023-05-11,0,1.0,A
NDC,docs écris,Gros-uvre,Note de calcul CVT provisoire zone B.pdf,2023-05-25,2023-05-25,0,1.0,A
NDC,docs écris,Gros-uvre,Note de calcul des déformations des fers de rive sous façade.pdf,2023-11-02,2023-12-11,39,2.0,"A, B"
NDC,docs écris,Gros-uvre,Note de calcul zone 1.pdf,2023-07-07,2023-09-21,76,4.0,"A, B, C, D"
NDC,docs écris,Gros-uvre,Note de calcul zone 2 bis.pdf,2023-12-27,2024-02-27,62,2.0,"A, B"
NDC,docs écris,Gros-uvre,Note de calcul zone 2.pdf,2024-01-10,2024-03-11,61,3.0,"A, B, C"
NDC,docs écris,Gros-uvre,Note de calcul zone 3  charpente métallique en façade.pdf,2023-09-11,2023-09-11,0,1.0,A
NDC,docs écris,Gros-uvre,Note de calcul zone 3 escalier Chambord.pdf,2024-01-22,2024-01-23,1,2.0,"A, B"
NDC,docs écris,Gros-uvre,Note de calcul zone 4.pdf,2023-06-02,2023-09-21,111,3.0,"A, B, C"
NDC,docs écris,Gros-uvre,Note de calcul zone 5.pdf,2023-10-27,2024-02-27,123,3.0,"A, B, C"
NDC,docs écris,Gros-uvre,Note de calcul zone 6.pdf,2023-09-20,2024-02-27,160,4.0,"A, B, C, D"
NDC,docs écris,Gros-uvre,Note de calcul zone 7.pdf,2023-05-04,2023-10-24,173,4.0,"A, B, C, D"
NDC,docs écris,Gros-uvre,Note de calcul zone 8 - B.pdf,2024-02-07,2024-02-07,0,1.0,A
NDC,docs écris,Gros-uvre,Note de calcul zone 8 -C.pdf,2024-03-15,2024-03-15,0,1.0,A
NDC,docs écris,Gros-uvre,Note de calcul zone 8.pdf,2024-01-30,2024-03-11,41,2.0,"A, B"
NDC,docs écris,Gros-uvre,Note de calcul étaiement zone 1.pdf,2023-06-05,2023-07-06,31,2.0,"A, B"
NDC,docs écris,Gros-uvre,R01 - Plans de charges et surcharges.pdf,2023-02-28,2023-05-22,83,2.0,"A, B"
NDC,docs écris,Gros-uvre,R02 - Plans de charges et surcharges.pdf,2023-02-28,2023-05-22,83,3.0,"A, B, C"
NDC,docs écris,Gros-uvre,R03 - Plans de charges et surcharges.pdf,2023-02-28,2023-05-22,83,2.0,"A, B"
NDC,docs écris,Gros-uvre,R04 - Plans de charges et surcharges.pdf,2023-02-28,2023-05-22,83,2.0,"A, B"
NDC,docs écris,Gros-uvre,R05 - Plans de charges et surcharges.pdf,2023-02-28,2023-05-22,83,2.0,"A, B"
NDC,docs écris,Gros-uvre,R06 - Plans de charges et surcharges.pdf,2023-02-28,2023-05-22,83,2.0,"A, B"
NDC,docs écris,Gros-uvre,R07 - Plans de charges et surcharges.pdf,2023-02-28,2023-05-22,83,2.0,"A, B"
NDC,docs écris,Gros-uvre,R08 - Plans de charges et surcharges.pdf,2023-02-28,2023-05-22,83,2.0,"A, B"
NDC,docs écris,Gros-uvre,RDC - Plans de charges et surcharges.pdf,2023-02-28,2023-05-22,83,2.0,"A, B"
NDC,docs écris,Gros-uvre,SS1 - Plans de charges et surcharges.pdf,2023-02-28,2023-05-22,83,2.0,"A, B"
NDC,docs écris,Gros-uvre,SS2 - Plans de charges et surcharges.pdf,2023-02-28,2023-06-20,112,3.0,"A, B, C"
NDC,docs écris,Gros-uvre,SS3 - Plans de charges et surcharges.pdf,2023-02-28,2023-07-05,127,2.0,"A, B"
NDC,docs écris,Gros-uvre,SS4 - Plans de charges et surcharges.pdf,2023-02-28,2023-08-28,181,3.0,"A, B, C"
NDC,docs écris,Gros-uvre,SS5 - Plans de charges et surcharges.pdf,2023-02-28,2023-05-22,83,2.0,"A, B"
NDC,docs écris,Gros-uvre,Toiture - Plans de charges et surcharges.pdf,2023-02-28,2023-09-25,209,2.0,"A, B"
NDC,docs écris,Nacelle de nettoyage, DDC.pdf,2023-06-29,2024-01-16,201,3.0,"A, B, C"
NDC,docs écris,Plomberie,Bilan de puissance électrique avec repérage.pdf,2023-06-01,2024-03-29,302,3.0,"A, B, C"
NDC,docs écris,Plomberie,EV et relevage.pdf,2023-10-25,2023-10-25,0,1.0,A
NDC,docs écris,Plomberie,Hypothèses de calculs PLOMBERIE.pdf,2023-06-22,2023-06-22,0,1.0,A
NDC,docs écris,Plomberie,Liste de points GTB avec repérage.pdf,2024-01-05,2024-03-29,84,2.0,"A, B"
NDC,docs écris,Plomberie,Note de calcul EF et surpresseur.pdf,2023-09-20,2023-09-20,0,1.0,A
NDC,docs écris,Plomberie,Note de calcul bassin de rétention EP.pdf,2023-06-29,2024-04-25,301,3.0,"A, B, C"
NDC,docs écris,Plomberie,Note de calcul bouclages ECS.pdf,2023-12-13,2023-12-13,0,1.0,A
NDC,docs écris,Plomberie,Note de calcul productions ECS.pdf,2023-09-29,2024-02-15,139,2.0,"A, B"
NDC,docs écris,Plomberie,Note de calcul séparateur à hydrocarbures.pdf,2023-03-27,2024-02-28,338,2.0,"A, B"
NDC,docs écris,Plomberie,Note de calcul séparateurs à graisses.pdf,2023-03-28,2023-03-28,0,1.0,A
NDC,docs écris,Reprise du radier et cuvelage,Notes de calcul (environ 25 prévues).pdf,2023-03-10,2023-06-02,84,3.0,"A, B, C"
NDC,docs écris,Reprise du radier et cuvelage,Procédure d'execution traitement du radier.pdf,2023-03-10,2023-05-17,68,2.0,"A, B"
NDC,docs écris,Reprise du radier et cuvelage,Procédure d'execution traitement voile.pdf,2023-03-10,2023-05-17,68,2.0,"A, B"
NDC,docs écris,Reprise du radier et cuvelage,Procédure traitement des infiltrations.pdf,2023-03-10,2023-05-17,68,2.0,"A, B"
NDC,docs écris,Serrurerie - Métallerie,GLF-EXE-DUM-07-TNX-A-NDC-8001-A NDC escaliers chambord.pdf,2023-11-23,2023-11-23,0,2.0,"A, B"
NDC,docs écris,Serrurerie - Métallerie,GLF-EXE-DUM-07-TNX-A-NDC-8002-A - NDC ES 11.pdf,2024-01-23,2024-01-23,0,1.0,A
NDC,docs écris,Serrurerie - Métallerie,GLF-EXE-DUM-07-TNX-A-NDC-8004-A - NDC GC 2.pdf,2024-04-04,2024-04-04,0,1.0,A
NDC,docs écris,Serrurerie - Métallerie,GLF-EXE-DUM-07-TNX-TZN-NDC-8003-A - NDC EI2.pdf,2024-01-23,2024-03-06,43,2.0,"A, B"
NDC,docs écris,Sprinklage,BILAN ÉLECTRIQUE SPRINKLAGE.pdf,2023-06-15,2023-06-15,0,1.0,A
NDC,docs écris,Sprinklage,CALCUL DÉFAVORISÉ DU POSTE DE L'INSTALLATION SPRINKLEUR.pdf,2023-10-19,2023-10-19,0,1.0,A
NDC,docs écris,Sprinklage,CALCUL FAVORISÉ DU POSTE DE L'INSTALLATION SPRINKLEUR.pdf,2023-10-19,2023-10-19,0,1.0,A
NTE,docs écris,Appareils élévateurs,Etude de trafic monte-vélos.pdf,2023-10-31,2023-10-31,0,1.0,A
NTE,docs écris,Appareils élévateurs,Fiche de demande bilan de puissance ELEC courant fort.pdf,2023-03-30,2023-03-30,0,1.0,A
NTE,docs écris,Electricité courants faibles,Etude couverture WIFI.pdf,2023-10-23,2024-03-04,133,2.0,"A, B"
NTE,docs écris,Electricité courants faibles,Note de fonctionnement INPT.pdf,2024-03-07,2024-03-07,0,1.0,A
NTE,docs écris,Electricité courants forts,Evaluation des risques foudre.pdf,2023-07-11,2024-01-25,198,3.0,"A, B, C"
NTE,docs écris,Gestion Technique du Bâtiment,Analyse fonctionnelle régulation.pdf,2023-12-19,2023-12-19,0,1.0,A
NTE,docs écris,Gestion Technique du Bâtiment,Liste de points GTB.pdf,2024-04-05,2024-04-05,0,1.0,A
NTE,docs écris,Gros-uvre,GLF-EXE-DUM-01A-TNX-TNZ-NTE-0002-A - PROTOCOLE PERMIS FEU.pdf,2023-09-27,2023-09-27,0,1.0,B
NTE,docs écris,Gros-uvre,GLF-EXE-DUM-01A-TNX-TZN-NTE-0007-A - REPERAGE DES ISOLANTS.pdf,2023-04-20,2024-04-16,362,5.0,"A, B, C, D, E"
NTE,docs écris,Gros-uvre,GLF-EXE-DUM-01A-TNX-TZN-NTE-0009-A - FLOCAGE - AVIS CHANTIER.pdf,2023-12-18,2023-12-18,0,1.0,A
NTE,docs écris,Gros-uvre,REPERAGE DES  ISOLANTS VERTICAUX.pdf,2023-12-12,2023-12-18,6,4.0,"A, B, C, D"
NTE,docs écris,Reprise du radier et cuvelage,2.39746 - PEX SCELLEMENT ind.B.pdf,2023-04-07,2023-05-17,40,3.0,"A, B, C"
NTE,docs écris,Reprise du radier et cuvelage,RAPPORT 240423-1GP.pdf,2023-06-19,2023-08-08,50,2.0,"A, D"
PAQ,docs écris,Chauffage - Ventilation - Climatisation - Désenfumage,PQEP LEFORT FRANCHETEAU.pdf,2023-02-24,2023-02-24,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Autocontrole des réservations des portes escaliers .pdf,2024-03-18,2024-03-18,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Autocontrôles renforts vasque sanitaire R2C2 femmes.pdf,2023-12-15,2023-12-15,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Autocontrôles renforts vasque sanitaire R2C2 hommes.pdf,2023-12-15,2023-12-15,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Autocontrôles renforts vasque sanitaire R3C2 femmes.pdf,2023-12-15,2023-12-15,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Autocontrôles renforts vasque sanitaire R3C2 hommes.pdf,2023-12-15,2023-12-15,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Autocontrôles témoin palier ascenseurs.pdf,2023-12-08,2023-12-08,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Autocontrôles témoin sanitaires.pdf,2023-12-08,2023-12-08,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Dossier autocontroles témpoin acoustique.pdf,2024-04-05,2024-04-05,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R1 C1.pdf,2024-03-25,2024-03-25,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R1 C2.pdf,2024-03-25,2024-03-25,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R2 B.pdf,2024-03-25,2024-03-25,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R2 C2 .pdf,2023-12-06,2023-12-06,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R3 B.pdf,2024-03-28,2024-03-28,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R3 C1.pdf,2024-03-28,2024-03-28,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R3 C2 .pdf,2023-12-06,2023-12-06,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R4 B.pdf,2024-03-25,2024-03-25,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R4 C1.pdf,2024-03-28,2024-03-28,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R4 C2 .pdf,2023-12-06,2023-12-06,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R5 B .pdf,2024-03-25,2024-03-25,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R5 C1.pdf,2024-03-25,2024-03-25,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R5 C2.pdf,2024-03-25,2024-03-25,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R6 B .pdf,2024-03-25,2024-03-25,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R6 C1.pdf,2024-03-25,2024-03-25,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,Fiche 1 Autocontrole sanitaires R6 C2.pdf,2024-03-25,2024-03-25,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,GLF-EXE-DUM-06-R+1-C-PAQ-0012-A (Autocontrôles renforts vasque sanitaire R1 C2).pdf,2024-04-05,2024-04-05,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,GLF-EXE-DUM-06-R+3-C-PAQ-0007-A (Autocontrôles renforts vasque sanitaire R3 C).pdf,2024-03-20,2024-03-20,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,GLF-EXE-DUM-06-R+4-B-PAQ-0011-A (Autocontrôles renforts vasque sanitaire R4 B).pdf,2024-03-20,2024-03-20,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,GLF-EXE-DUM-06-R+4-C-PAQ-0008-A (Autocontrôles renforts vasque sanitaire R4 C).pdf,2024-03-20,2024-03-20,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,GLF-EXE-DUM-06-R+5-B-PAQ-0013-A (Autocontrôles renforts vasque sanitaire R5 B).pdf,2024-04-05,2024-04-05,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,GLF-EXE-DUM-06-R+5-C-PAQ-0009-A (Autocontrôles renforts vasque sanitaire R5 C).pdf,2024-03-20,2024-03-20,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,GLF-EXE-DUM-06-R+6-B-PAQ-0014-A (Autocontrôles renforts vasque sanitaire R6 B).pdf,2024-04-05,2024-04-05,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,GLF-EXE-DUM-06-R+6-C-PAQ-0010-A (Autocontrôles renforts vasque sanitaire R6 C).pdf,2024-03-20,2024-03-20,0,1.0,A
PAQ,docs écris,Cloisons - Doublages,GLF-EXE-DUM-06-TNX-PAQ-0005-A (Autocontrôles des réservations portes DAS).pdf,2024-03-18,2024-03-18,0,1.0,A
PAQ,docs écris,Façades,PAQ.pdf,2023-03-31,2023-03-31,0,1.0,A
PAQ,docs écris,Gros-uvre,Autocontroles Reservations et finitions GO palier ASC TRIPLEX.xlsx,2024-03-20,2024-03-20,0,1.0,A
PAQ,docs écris,Gros-uvre,Autocontroles réservations GO portes d'escalier .xlsx,2024-03-20,2024-03-20,0,1.0,A
PAQ,docs écris,Reprise du radier et cuvelage, Plan de contrôle.pdf,2023-04-07,2023-05-17,40,2.0,"A, B"
PAQ,docs écris,Revêtements de sols et murs durs,Fiche d'autocontrôle - Lot carrelage - R2 Sanitaire FH C2.pdf,2024-01-22,2024-01-22,0,1.0,A
PAQ,docs écris,Revêtements de sols et murs durs,Fiche d'autocontrôle - Lot carrelage - R3 Sanitaire FH C2.pdf,2024-01-22,2024-01-22,0,1.0,A
PAQ,docs écris,Revêtements de sols et murs durs,GLF-EXE-DUM-11-R+3-C-PAQ-0002-A (Fiche d'autocontrôle - Lot carrelage - R3 Sanitaire FH C1 - Chape).pdf,2024-02-28,2024-02-28,0,1.0,A
PAQ,docs écris,Revêtements de sols et murs durs,GLF-EXE-DUM-11-R+4-C-PAQ-0001-A (Fiche d'autocontrôle - Lot carrelage - R4 Sanitaire FH C2 - Chape).pdf,2024-02-28,2024-02-28,0,1.0,A
PAQ,docs écris,Revêtements de sols et murs durs,GLF-EXE-DUM-11-R+4-C-PAQ-0002-A (Fiche d'autocontrôle - Lot carrelage - R4 Sanitaire FH C1 - Chape).pdf,2024-02-28,2024-02-28,0,1.0,A
PAQ,docs écris,Revêtements de sols et murs durs,GLF-EXE-DUM-11-R+5-C-PAQ-0001-A (Fiche d'autocontrôle - Lot carrelage - R5 Sanitaire FH C2 - Chape).pdf,2024-02-28,2024-02-28,0,1.0,A
PAQ,docs écris,Revêtements de sols et murs durs,GLF-EXE-DUM-11-R+5-C-PAQ-0002-A (Fiche d'autocontrôle - Lot carrelage - R5 Sanitaire FH C1 - Chape).pdf,2024-02-28,2024-02-28,0,1.0,A
PCO,docs graphiques,Gros-uvre,100_SS3.pdf,2023-03-10,2023-12-22,287,6.0,"A, C, D, E, F, G"
PCO,docs graphiques,Gros-uvre,100_SS4.pdf,2023-04-11,2023-12-22,255,5.0,"A, B, C, D, E"
PCO,docs graphiques,Gros-uvre,100_SS5.pdf,2023-04-18,2023-12-22,248,6.0,"A, B, C, D, E, F"
PCO,docs graphiques,Gros-uvre,50_SS3_ZoneA.pdf,2023-03-10,2023-12-22,287,6.0,"A, C, D, E, F, G"
PCO,docs graphiques,Gros-uvre,50_SS3_ZoneB.pdf,2023-03-10,2023-12-22,287,7.0,"A, B, C, D, E, F, G"
PCO,docs graphiques,Gros-uvre,50_SS3_ZoneC.pdf,2023-03-10,2023-12-22,287,6.0,"A, C, D, E, F, G"
PCO,docs graphiques,Gros-uvre,50_SS4_ZoneA.pdf,2023-04-11,2023-12-22,255,5.0,"A, B, C, D, E"
PCO,docs graphiques,Gros-uvre,50_SS4_ZoneB.pdf,2023-04-11,2023-12-22,255,5.0,"A, B, C, D, E"
PCO,docs graphiques,Gros-uvre,50_SS4_ZoneC.pdf,2023-04-11,2023-12-22,255,5.0,"A, B, C, D, E"
PCO,docs graphiques,Gros-uvre,50_SS5_ZoneA.pdf,2023-04-18,2023-12-22,248,6.0,"A, B, C, D, E, F"
PCO,docs graphiques,Gros-uvre,50_SS5_ZoneB.pdf,2023-04-18,2023-12-22,248,6.0,"A, B, C, D, E, F"
PCO,docs graphiques,Gros-uvre,50_SS5_ZoneC.pdf,2023-04-18,2023-12-22,248,6.0,"A, B, C, D, E, F"
PCO,docs graphiques,Gros-uvre,"7,1.pdf",2023-12-08,2023-12-22,14,3.0,"A, B, C"
PCO,docs graphiques,Gros-uvre,7.pdf,2023-07-03,2024-02-07,219,7.0,"A, B, C, D, E, F, G"
PCO,docs graphiques,Gros-uvre,Carnet de coffrage ascenseur files H1-15.pdf,2023-12-13,2024-01-12,30,2.0,"A, B"
PCO,docs graphiques,Gros-uvre,Carnet de coffrage zone 1 infra.pdf,2023-07-11,2024-01-17,190,5.0,"A, B, C, D, E"
PCO,docs graphiques,Gros-uvre,Carnet de coffrage zone 2 infra.pdf,2023-08-24,2024-03-05,194,6.0,"A, B, C, D, E, F"
PCO,docs graphiques,Gros-uvre,Carnet de coffrage zone 4.pdf,2023-07-05,2023-08-07,33,3.0,"A, B, C"
PCO,docs graphiques,Gros-uvre,Carnet de coffrage zone 5.pdf,2023-08-16,2023-10-30,75,2.0,"A, B"
PCO,docs graphiques,Gros-uvre,Carnet de coffrage zone 6.pdf,2023-08-16,2024-02-05,173,3.0,"A, B, C"
PCO,docs graphiques,Gros-uvre,Carnet de coffrage zone local vélo.pdf,2023-07-03,2023-12-18,168,4.0,"A, B, C, D"
