PROJET;EMET;PHASE;LOT;ZONE;TYPE DE DOCUMENT;Numéro;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Date demande visaMOEXE;Retard visaMOEXE;Date visaMOEXE;VisaMOEXE;Visa prévuMOEXE;Numéro chrono visaMOEXE;Numéro interne visaMOEXE;Commentaire visaMOEXE;Réponse commentaire visaMOEXE;Date demande visaMOE ENV;Retard visaMOE ENV;Date visaMOE ENV;VisaMOE ENV;Visa prévuMOE ENV;Numéro chrono visaMOE ENV;Numéro interne visaMOE ENV;Commentaire visaMOE ENV;Réponse commentaire visaMOE ENV;Date demande visaCOST MANAGER;Retard visaCOST MANAGER;Date visaCOST MANAGER;VisaCOST MANAGER;Visa prévuCOST MANAGER;Numéro chrono visaCOST MANAGER;Numéro interne visaCOST MANAGER;Commentaire visaCOST MANAGER;Réponse commentaire visaCOST MANAGER;Date demande visaMOE CET;Retard visaMOE CET;Date visaMOE CET;VisaMOE CET;Visa prévuMOE CET;Numéro chrono visaMOE CET;Numéro interne visaMOE CET;Commentaire visaMOE CET;Réponse commentaire visaMOE CET;Date demande visaMOE ACOUSTICIEN;Retard visaMOE ACOUSTICIEN;Date visaMOE ACOUSTICIEN;VisaMOE ACOUSTICIEN;Visa prévuMOE ACOUSTICIEN;Numéro chrono visaMOE ACOUSTICIEN;Numéro interne visaMOE ACOUSTICIEN;Commentaire visaMOE ACOUSTICIEN;Réponse commentaire visaMOE ACOUSTICIEN;Date demande visaMOE CUISINE;Retard visaMOE CUISINE;Date visaMOE CUISINE;VisaMOE CUISINE;Visa prévuMOE CUISINE;Numéro chrono visaMOE CUISINE;Numéro interne visaMOE CUISINE;Commentaire visaMOE CUISINE;Réponse commentaire visaMOE CUISINE;Date demande visaMOE AV;Retard visaMOE AV;Date visaMOE AV;VisaMOE AV;Visa prévuMOE AV;Numéro chrono visaMOE AV;Numéro interne visaMOE AV;Commentaire visaMOE AV;Réponse commentaire visaMOE AV;Date demande visaMOE IoT / BOS;Retard visaMOE IoT / BOS;Date visaMOE IoT / BOS;VisaMOE IoT / BOS;Visa prévuMOE IoT / BOS;Numéro chrono visaMOE IoT / BOS;Numéro interne visaMOE IoT / BOS;Commentaire visaMOE IoT / BOS;Réponse commentaire visaMOE IoT / BOS;Date demande visaCoordinateur SSI;Retard visaCoordinateur SSI;Date visaCoordinateur SSI;VisaCoordinateur SSI;Visa prévuCoordinateur SSI;Numéro chrono visaCoordinateur SSI;Numéro interne visaCoordinateur SSI;Commentaire visaCoordinateur SSI;Réponse commentaire visaCoordinateur SSI;Date demande visaPréventionniste;Retard visaPréventionniste;Date visaPréventionniste;VisaPréventionniste;Visa prévuPréventionniste;Numéro chrono visaPréventionniste;Numéro interne visaPréventionniste;Commentaire visaPréventionniste;Réponse commentaire visaPréventionniste;Date demande visaBureau de contrôle;Retard visaBureau de contrôle;Date visaBureau de contrôle;VisaBureau de contrôle;Visa prévuBureau de contrôle;Numéro chrono visaBureau de contrôle;Numéro interne visaBureau de contrôle;Commentaire visaBureau de contrôle;Réponse commentaire visaBureau de contrôle;Date demande visaCoordinateur SPS;Retard visaCoordinateur SPS;Date visaCoordinateur SPS;VisaCoordinateur SPS;Visa prévuCoordinateur SPS;Numéro chrono visaCoordinateur SPS;Numéro interne visaCoordinateur SPS;Commentaire visaCoordinateur SPS;Réponse commentaire visaCoordinateur SPS;Date demande visaMOE ECLAIRAGE;Retard visaMOE ECLAIRAGE;Date visaMOE ECLAIRAGE;VisaMOE ECLAIRAGE;Visa prévuMOE ECLAIRAGE;Numéro chrono visaMOE ECLAIRAGE;Numéro interne visaMOE ECLAIRAGE;Commentaire visaMOE ECLAIRAGE;Réponse commentaire visaMOE ECLAIRAGE;Date demande visaMOE PAYSAGISTE;Retard visaMOE PAYSAGISTE;Date visaMOE PAYSAGISTE;VisaMOE PAYSAGISTE;Visa prévuMOE PAYSAGISTE;Numéro chrono visaMOE PAYSAGISTE;Numéro interne visaMOE PAYSAGISTE;Commentaire visaMOE PAYSAGISTE;Réponse commentaire visaMOE PAYSAGISTE;Date demande visaMOE SECURITY-IT;Retard visaMOE SECURITY-IT;Date visaMOE SECURITY-IT;VisaMOE SECURITY-IT;Visa prévuMOE SECURITY-IT;Numéro chrono visaMOE SECURITY-IT;Numéro interne visaMOE SECURITY-IT;Commentaire visaMOE SECURITY-IT;Réponse commentaire visaMOE SECURITY-IT;Date demande visaARCHI;Retard visaARCHI;Date visaARCHI;VisaARCHI;Visa prévuARCHI;Numéro chrono visaARCHI;Numéro interne visaARCHI;Commentaire visaARCHI;Réponse commentaire visaARCHI;Date demande visaCOMMISSIONING;Retard visaCOMMISSIONING;Date visaCOMMISSIONING;VisaCOMMISSIONING;Visa prévuCOMMISSIONING;Numéro chrono visaCOMMISSIONING;Numéro interne visaCOMMISSIONING;Commentaire visaCOMMISSIONING;Réponse commentaire visaCOMMISSIONING;Date demande visaMOE CVC/PLB;Retard visaMOE CVC/PLB;Date visaMOE CVC/PLB;VisaMOE CVC/PLB;Visa prévuMOE CVC/PLB;Numéro chrono visaMOE CVC/PLB;Numéro interne visaMOE CVC/PLB;Commentaire visaMOE CVC/PLB;Réponse commentaire visaMOE CVC/PLB;Date demande visaMOE CFO/CFA/GTB;Retard visaMOE CFO/CFA/GTB;Date visaMOE CFO/CFA/GTB;VisaMOE CFO/CFA/GTB;Visa prévuMOE CFO/CFA/GTB;Numéro chrono visaMOE CFO/CFA/GTB;Numéro interne visaMOE CFO/CFA/GTB;Commentaire visaMOE CFO/CFA/GTB;Réponse commentaire visaMOE CFO/CFA/GTB;Date demande visaMOA;Retard visaMOA;Date visaMOA;VisaMOA;Visa prévuMOA;Numéro chrono visaMOA;Numéro interne visaMOA;Commentaire visaMOA;Réponse commentaire visaMOA;Column195;Column196;Column197;Column198;Column199;Column200;Column201;Column202;Column203;Column204;Column205;Column206
LED;TOP;EXE;CVC;TNZ;DAF;7009;0;LED-TOP-EXE-CVC-TNZ-DAF-7009-0-Rideaux d'air chaud.pdf;;12/05/2023;;Dan Trung VO;/303 - CVC/FICHES PRODUITS;13/05/2023;-10;30/05/2023;VAO;;90;;"Polycarpe ANANI :
Prendre en compte avis BET. soumettre à l'architecte pour validation";;13/05/2023;-97;25/08/2023;VSO;;695;;;;;;;;;;;;;13/05/2023;-6;;;;89;;"Romain MAJOUR :
Modèles validés techniquement.
Grilles RAL 9003 sous réserve de validation avec l'architecte.
Fournir un plan avec leur intégration par rapport aux derniers fonds de plans Architecte.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/05/2023;-5;25/05/2023;NC;;20;;;;;;;;;;;;;13/05/2023;;;;20/05/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/06/2023;-10;30/06/2023;VAO;;319;;"Mathilde THALOUARN :
VAO :
- Préciser mise en oeuvre dans les plafonds";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;CLE;EXE;CFO;TNZ;DAS;11;0;LED-CLE-EXE-CFO-TNZ-DAS-0011-0 - ANIRELEC.pdf;DI;09/10/2023;;Mehdi MOULOUD;/00 - CSPS - VIC - AGREMENT - PPSPS/01 - DEMANDES D'AGREMENTS/301-302 - CFO-CFA-GTB;09/10/2023;;11/10/2023;VSO;;1347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/10/2023;;09/10/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/10/2023;-2;18/10/2023;VSO;;85;;;;;;;;;;;;;;;
LED;WXS;EXE;IOT;TNZ;DAF;7005;A;LED-WXS-EXE-IOT-TNZ-DAF-7005-0 - Switch 24 Ports.pdf;DI;06/10/2023;;Sophia BIHICH;/305 - IoT/FICHES PRODUITS;06/10/2023;;;-196;13/10/2023;;;;;06/10/2023;-59;11/12/2023;VSO;;1113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-117;07/02/2024;VSO;;76;;"Camille TAFANI :
Ok, dans sa version 24 ports";;;;;;;;;;;;;;;;;;;;06/10/2023;-12;25/10/2023;F;;869;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-10-06T16:04:35+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-13;26/10/2023;VSO;;1532;;;;06/10/2023;;;-196;13/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;WXS;EXE;IOT;TNZ;DAF;7005;0;LED-WXS-EXE-IOT-TNZ-DAF-7005-0.pdf;;24/07/2023;;Eric FILIPPI;/305 - IoT/FICHES PRODUITS;24/07/2023;-62;30/09/2023;VAO;;1279;;"Polycarpe ANANI :
Apporter reponse à l'observation architecte";;24/07/2023;-25;25/08/2023;VSO;;637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/07/2023;;;;31/07/2023;;;;;;;;;;;;;;;;;;;;;;;24/07/2023;-50;19/09/2023;F;;571;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-07-24T16:42:06+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/07/2023;-9;09/08/2023;VAO;;767;;"Mathilde THALOUARN :
VAO :
- Préciser la mise en place et emplacement.";"Eric FILIPPI :
les switch IOT sont prévus dans les coffrets IOT ( voir plan VDI)";24/07/2023;-30;30/08/2023;VAO;;304;;"Yacine ALLAB :
Sous réserve validation définitif de l'architecture global";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;CLE;EXE;CFO;TNZ;NDC;8120;0;LED-CLE-EXE-CFO-TNZ-NDC-8120-0 - Notes D'éclairement TNZ.pdf;DI;06/10/2023;;Ayoub MOURADI;/301 - CFO/NDC / SCHEMAS / SYNOPTIQUES;08/10/2023;;;-194;15/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/10/2023;;08/10/2023;PI;;;;;;;;;;;;;;;08/10/2023;;;-194;15/10/2023;;;;;;;;;;;;;;08/10/2023;-11;26/10/2023;D;;540;;"Arnaud VERLET :
Le document fait 647 pages !
Merci de nous faire parvenir un récapitulatif par étage et par zone indiquant l'éclairement moyen et le niveau d'uniformité.
D'où sortent les valeurs de référence d'éclairement indiquées dans cette étude, elles ne correspondent pas à ce qui est demandé.";;;;;;;;;;;;;;;;;;;;08/10/2023;-11;26/10/2023;VAO;;1536;;"Mathilde THALOUARN :
VAO :
- Avoir avis MOE Eclairage";;08/10/2023;-52;06/12/2023;VAO;;326;;"Yacine ALLAB :
Les valeurs spécifiques (W/m²) semblent trop élevées pour les pièces suivantes :
- Changing rooms
- Circulations
- Cyber security
- Mother's room
- Music room
- RDC open space
- R+1 Secret Lounge 205
- R+1 Meeting Room 301-M
- R+1 Meeting Room 310-M
- R+5 Café prep

Les valeurs spécifiques (W/m²) sont nulles pour les pièces suivantes :
- RDC Pièce 17
- RDC cour";;;;;;;;;;;08/10/2023;-30;14/11/2023;NC;;301;;;;;;;;;;;;;;;;;;;;;;;;
LED;TUR;EXE;MIN;TNZ;DAF;7012;0;LED-TUR-EXE-MIN-TNZ-DAF-7012-0 - MEN 5.pdf;DI;06/10/2023;;Laurent DUPERRIEZ;/402 - AMENAGEMENTS/FICHES PRODUITS TURRINI;06/10/2023;-11;24/10/2023;VSO;;1458;;;;06/10/2023;-53;05/12/2023;VSO;;989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-12;25/10/2023;F;;903;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-10-06T15:22:48+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-4;17/10/2023;VSO;;1438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;TUR;EXE;MIN;TNZ;DAF;7011;0;LED-TUR-EXE-MIN-TNZ-DAF-7011-0 - MEN 5.pdf;DI;06/10/2023;;Laurent DUPERRIEZ;/402 - AMENAGEMENTS/FICHES PRODUITS TURRINI;06/10/2023;-11;24/10/2023;VSO;;1459;;;;06/10/2023;-53;05/12/2023;VSO;;990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-12;25/10/2023;F;;881;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-10-06T15:22:55+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-4;17/10/2023;VSO;;1437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;APS;EXE;CLV;TNZ;PLN;2;0;LED-APS-EXE-CLV-TNZ-PLN-0002-0 - PLANS DE POSITIONNEMENT TRANSFORMATEURS PLA-PLF.pdf;DI;06/10/2023;;Eric MARMOUGET;/402 - CLOISONS VITREES/PLANS & DETAILS E-FILM;06/10/2023;-32;14/11/2023;REF;;1555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-10;23/10/2023;NC;;180;;;;;;;;;;;;;06/10/2023;;;-196;13/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-14;27/10/2023;REF;;1560;;"Mathilde THALOUARN :
REF :
- Repérage à faire sur les élévations EXE";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;APS;EXE;CLV;TNZ;PLN;1;0;LED-APS-EXE-CLV-TNZ-PLN-0001-0 - PLANS DE REPERAGE E-FILM.pdf;DI;06/10/2023;;Eric MARMOUGET;/402 - CLOISONS VITREES/PLANS & DETAILS E-FILM;06/10/2023;-32;14/11/2023;REF;;1556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-10;23/10/2023;NC;;181;;;;;;;;;;;;;06/10/2023;;;-196;13/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-19;31/10/2023;REF;;1624;;"Mathilde THALOUARN :
Déjà visé dans PLANS & DETAILS";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;APS;EXE;CLV;TNZ;DAF;2;0;LED-APS-EXE-CLV-TNZ-DAF-0002-0.pdf;DI;06/10/2023;;Eric MARMOUGET;/402 - CLOISONS VITREES/FICHES PRODUIT E-FILM;06/10/2023;-32;14/11/2023;VAO;;1557;;"Polycarpe ANANI :
Prendre en compte avis architecte";;06/10/2023;-54;05/12/2023;VSO;;991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-10;23/10/2023;NC;;183;;;;;;;;;;;;;06/10/2023;;;-196;13/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-19;31/10/2023;VAO;;1622;;"Mathilde THALOUARN :
VAO :
- Pourquoi il y a 2 types de e-film ?";"Amaury SWYNGEDAUW :
ceci est la FTP du transfo";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;APS;EXE;CLV;TNZ;DAF;1;0;LED-APS-EXE-CLV-TNZ-DAF-0001-0.pdf;DI;06/10/2023;;Eric MARMOUGET;/402 - CLOISONS VITREES/FICHES PRODUIT E-FILM;06/10/2023;-32;14/11/2023;VAO;;1558;;"Polycarpe ANANI :
Voir avis architecte";;06/10/2023;-54;05/12/2023;VSO;;992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-10;23/10/2023;NC;;184;;;;;;;;;;;;;06/10/2023;;;-196;13/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-19;31/10/2023;VAO;;1623;;"Mathilde THALOUARN :
VAO :
- Pourquoi il y a 2 types de e-film ?";"Amaury SWYNGEDAUW :
ceci est la FTP du film";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;APS;EXE;MIN;TNZ;DAS;5;0;LED-APS-EXE-MIN-TNZ-DAS-0005-0 - DAS 1er rang APS COMMUNICATION.pdf;DI;06/10/2023;;Delphine BOYER;/00 - CSPS - VIC - AGREMENT - PPSPS/01 - DEMANDES D'AGREMENTS/402 - MENUISERIE INTERIEURE;06/10/2023;;11/10/2023;VSO;;1349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;;06/10/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-6;18/10/2023;VSO;;86;;;;;;;;;;;;;;;
LED;INT;EXE;AGE;SS1;PLN;15;A;LED-INT-EXE-AGE-SS1-PLN-0015-A - GAME ROOM.pdf;DI;06/10/2023;;Sarah NGUYENVAN;/402 - AMENAGEMENTS/PLANS - DETAILS - INTERNA;06/10/2023;-11;24/10/2023;VSO;;1460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;;06/10/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-6;18/10/2023;VSO;;1444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;INT;EXE;AGE;SS1;PLN;15;0;LED-INT-EXE-AGE-SS1-PLN-0015-0 - GAME ROOM.pdf;;03/08/2023;;Sarah NGUYENVAN;/402 - AMENAGEMENTS/PLANS - DETAILS - INTERNA;03/08/2023;-39;17/09/2023;VAO;;1060;;"Polycarpe ANANI :
voir avis architecte pour mise à jour.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/08/2023;;03/08/2023;F;;377;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-08-03T08:41:40+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/08/2023;-16;25/08/2023;REF;;952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;INT;EXE;AGE;R4;PLN;8;A;LED-INT-EXE-AGE-R4-PLN-0008-A - Meuble bas et étagères CEO OFFICE.pdf;DI;06/10/2023;;Sarah NGUYENVAN;/402 - AMENAGEMENTS/PLANS - DETAILS - INTERNA;06/10/2023;-11;24/10/2023;VSO;;1461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;;06/10/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-7;19/10/2023;VSO;;1451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;INT;EXE;AGE;R4;PLN;8;0;LED-INT-EXE-AGE-R4-PLN-0008-0 - Meuble bas et étagères CEO OFFICE.pdf;;24/07/2023;;Sarah NGUYENVAN;/402 - AMENAGEMENTS/PLANS - DETAILS - INTERNA;24/07/2023;-62;30/09/2023;REF;;1283;;"Polycarpe ANANI :
prendre en compte avis architecte.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/09/2023;;07/09/2023;NC;;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/07/2023;-3;03/08/2023;F;;366;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-07-24T07:24:11+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/07/2023;-26;25/08/2023;REF;;954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;INT;EXE;AGE;SS1;PLN;16;B;LED-INT-EXE-AGE-SS1-PLN-0016-B - RECORDING STUDIO.pdf;DI;06/10/2023;;Sarah NGUYENVAN;/402 - AMENAGEMENTS/PLANS - DETAILS - INTERNA;06/10/2023;-11;24/10/2023;VSO;;1463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;;06/10/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-6;18/10/2023;VSO;;1445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;INT;EXE;AGE;SS1;PLN;16;A;LED-INT-EXE-AGE-SS1-PLN-0016-A - RECORDING STUDIO.pdf;;06/09/2023;;David MARIN;/402 - AMENAGEMENTS/PLANS - DETAILS - INTERNA;06/09/2023;-5;17/09/2023;VAO;;956;;"Polycarpe ANANI :
Voir avis architecte.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/09/2023;-6;19/09/2023;F;;510;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-09-06T08:37:43+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/09/2023;-1;14/09/2023;VAO;;1115;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;INT;EXE;AGE;SS1;PLN;16;0;LED-INT-EXE-AGE-SS1-PLN-0016-0 - RECORDING STUDIO.pdf;;03/08/2023;;Sarah NGUYENVAN;/402 - AMENAGEMENTS/PLANS - DETAILS - INTERNA;03/08/2023;;;;10/08/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/08/2023;;03/08/2023;F;;378;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-08-03T08:41:43+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/08/2023;-8;17/08/2023;VAO;;904;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes";"Sarah NGUYENVAN :
Cf. retour DUMEZ ci-joint
 fr :  
LED-INT-EXE-AGE-SS1-PLN-0016-0 - RECORDING STUDIO (VISA STU - RETOUR DZ).pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;BRA;EXE;MIN;TNZ;PLN;4;B;0004-Plan des façades sanitaire - Ind B -.pdf;;20/09/2023;;Olivier BRITON;/402 - MENUISERIE INTERIEURE/PLANS & DETAILS BRARD;21/09/2023;;;;28/09/2023;;;;;21/09/2023;;;;28/09/2023;;;;;;;;;;;;;;;;;;;;;;;21/09/2023;;21/09/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/09/2023;-6;04/10/2023;F;;793;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-09-21T09:36:34+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/09/2023;-7;04/10/2023;VAO;;1376;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;BRA;EXE;MIN;TNZ;PLN;4;0;Plan des façades sanitaire.pdf;;26/06/2023;;Olivier BRITON;/402 - MENUISERIE INTERIEURE/PLANS & DETAILS BRARD;26/06/2023;-29;01/08/2023;VAO;;676;;"Polycarpe ANANI :
Voir observation architecte sur plan.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/06/2023;;26/06/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/06/2023;;;;03/07/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/07/2023;VAO;;575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"EXE
26/06/2023
ARCHI -> VSO
Mathilde THALOUARN :
VAO :
- Voir commentaires ci-joints";;;;;;;;;;;
LED;TUR;EXE;AGE;R2;PLN;13;D;LED-TUR-EXE-AGE-R2-PLN-0013-D - Secret room Porte.pdf;DI;05/10/2023;;Laurent DUPERRIEZ;/402 - AMENAGEMENTS/PLANS - DETAILS - TURRINI;06/10/2023;-11;24/10/2023;VAO;;1462;;"Polycarpe ANANI :
Prendre en compte avis architecte";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/10/2023;-19;11/11/2023;NC;;248;;"Olivier DANTAN :
NC pas d'AV dans la Secret Room";;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-13;25/10/2023;F;;914;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-10-06T07:30:53+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2023;-6;19/10/2023;VAO;;1449;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;TUR;EXE;AGE;R2;PLN;13;C;LED-TUR-EXE-AGE-R2-PLN-0013-C - Secret room Porte.pdf;;22/09/2023;;Laurent DUPERRIEZ;/402 - AMENAGEMENTS/PLANS - DETAILS - TURRINI;27/09/2023;;;;04/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/09/2023;;04/10/2023;F;;830;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-09-27T09:30:18+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/09/2023;;;;04/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
