PROJET;PHASE;EMET;LOT;LOT1;NIVEAU;ZONE;TYPE DE DOCUMENT;Numéro;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Commentaire libre;Réponse commentaire libre;Délai de Réémission;Date demande visaCSSI;Retard visaCSSI;Date visaCSSI;VisaCSSI;Visa prévuCSSI;Numéro chrono visaCSSI;Numéro interne visaCSSI;Commentaire visaCSSI;Réponse commentaire visaCSSI;Date demande visaMOEX - EGIS;Retard visaMOEX - EGIS;Date visaMOEX - EGIS;VisaMOEX - EGIS;Visa prévuMOEX - EGIS;Numéro chrono visaMOEX - EGIS;Numéro interne visaMOEX - EGIS;Commentaire visaMOEX - EGIS;Réponse commentaire visaMOEX - EGIS;Date demande visaARC - ATELIERS 115;Retard visaARC - ATELIERS 115;Date visaARC - ATELIERS 115;VisaARC - ATELIERS 115;Visa prévuARC - ATELIERS 115;Numéro chrono visaARC - ATELIERS 115;Numéro interne visaARC - ATELIERS 115;Commentaire visaARC - ATELIERS 115;Réponse commentaire visaARC - ATELIERS 115;Date demande visaDECORATEUR - SAGUEZ;Retard visaDECORATEUR - SAGUEZ;Date visaDECORATEUR - SAGUEZ;VisaDECORATEUR - SAGUEZ;Visa prévuDECORATEUR - SAGUEZ;Numéro chrono visaDECORATEUR - SAGUEZ;Numéro interne visaDECORATEUR - SAGUEZ;Commentaire visaDECORATEUR - SAGUEZ;Réponse commentaire visaDECORATEUR - SAGUEZ;Date demande visaPAYSAGISTE - MUGO;Retard visaPAYSAGISTE - MUGO;Date visaPAYSAGISTE - MUGO;VisaPAYSAGISTE - MUGO;Visa prévuPAYSAGISTE - MUGO;Numéro chrono visaPAYSAGISTE - MUGO;Numéro interne visaPAYSAGISTE - MUGO;Commentaire visaPAYSAGISTE - MUGO;Réponse commentaire visaPAYSAGISTE - MUGO;Date demande visaBET FACADES - ELIOTH;Retard visaBET FACADES - ELIOTH;Date visaBET FACADES - ELIOTH;VisaBET FACADES - ELIOTH;Visa prévuBET FACADES - ELIOTH;Numéro chrono visaBET FACADES - ELIOTH;Numéro interne visaBET FACADES - ELIOTH;Commentaire visaBET FACADES - ELIOTH;Réponse commentaire visaBET FACADES - ELIOTH;Date demande visaBET STRUCTURE - TERRELL;Retard visaBET STRUCTURE - TERRELL;Date visaBET STRUCTURE - TERRELL;VisaBET STRUCTURE - TERRELL;Visa prévuBET STRUCTURE - TERRELL;Numéro chrono visaBET STRUCTURE - TERRELL;Numéro interne visaBET STRUCTURE - TERRELL;Commentaire visaBET STRUCTURE - TERRELL;Réponse commentaire visaBET STRUCTURE - TERRELL;Date demande visaBET POLLUTION DES SOLS - GINGER;Retard visaBET POLLUTION DES SOLS - GINGER;Date visaBET POLLUTION DES SOLS - GINGER;VisaBET POLLUTION DES SOLS - GINGER;Visa prévuBET POLLUTION DES SOLS - GINGER;Numéro chrono visaBET POLLUTION DES SOLS - GINGER;Numéro interne visaBET POLLUTION DES SOLS - GINGER;Commentaire visaBET POLLUTION DES SOLS - GINGER;Réponse commentaire visaBET POLLUTION DES SOLS - GINGER;Date demande visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Retard visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Date visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;VisaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Visa prévuBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Numéro chrono visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Numéro interne visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Commentaire visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Réponse commentaire visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Date demande visaBET  FLUIDES - PROJEX;Retard visaBET  FLUIDES - PROJEX;Date visaBET  FLUIDES - PROJEX;VisaBET  FLUIDES - PROJEX;Visa prévuBET  FLUIDES - PROJEX;Numéro chrono visaBET  FLUIDES - PROJEX;Numéro interne visaBET  FLUIDES - PROJEX;Commentaire visaBET  FLUIDES - PROJEX;Réponse commentaire visaBET  FLUIDES - PROJEX;Date demande visaBET CUISINES - CONVERGENCE;Retard visaBET CUISINES - CONVERGENCE;Date visaBET CUISINES - CONVERGENCE;VisaBET CUISINES - CONVERGENCE;Visa prévuBET CUISINES - CONVERGENCE;Numéro chrono visaBET CUISINES - CONVERGENCE;Numéro interne visaBET CUISINES - CONVERGENCE;Commentaire visaBET CUISINES - CONVERGENCE;Réponse commentaire visaBET CUISINES - CONVERGENCE;Date demande visaBET ACOUSTIQUE - STUDIO FA;Retard visaBET ACOUSTIQUE - STUDIO FA;Date visaBET ACOUSTIQUE - STUDIO FA;VisaBET ACOUSTIQUE - STUDIO FA;Visa prévuBET ACOUSTIQUE - STUDIO FA;Numéro chrono visaBET ACOUSTIQUE - STUDIO FA;Numéro interne visaBET ACOUSTIQUE - STUDIO FA;Commentaire visaBET ACOUSTIQUE - STUDIO FA;Réponse commentaire visaBET ACOUSTIQUE - STUDIO FA;Date demande visaCONTROLEUR TECHNIQUE - SOCOTEC;Retard visaCONTROLEUR TECHNIQUE - SOCOTEC;Date visaCONTROLEUR TECHNIQUE - SOCOTEC;VisaCONTROLEUR TECHNIQUE - SOCOTEC;Visa prévuCONTROLEUR TECHNIQUE - SOCOTEC;Numéro chrono visaCONTROLEUR TECHNIQUE - SOCOTEC;Numéro interne visaCONTROLEUR TECHNIQUE - SOCOTEC;Commentaire visaCONTROLEUR TECHNIQUE - SOCOTEC;Réponse commentaire visaCONTROLEUR TECHNIQUE - SOCOTEC;Date demande visaAMO ENVIRONNEMENT - GREENAFFAIR;Retard visaAMO ENVIRONNEMENT - GREENAFFAIR;Date visaAMO ENVIRONNEMENT - GREENAFFAIR;VisaAMO ENVIRONNEMENT - GREENAFFAIR;Visa prévuAMO ENVIRONNEMENT - GREENAFFAIR;Numéro chrono visaAMO ENVIRONNEMENT - GREENAFFAIR;Numéro interne visaAMO ENVIRONNEMENT - GREENAFFAIR;Commentaire visaAMO ENVIRONNEMENT - GREENAFFAIR;Réponse commentaire visaAMO ENVIRONNEMENT - GREENAFFAIR;Date demande visaAMO COMMISSIONNING - GREENAFFAIR;Retard visaAMO COMMISSIONNING - GREENAFFAIR;Date visaAMO COMMISSIONNING - GREENAFFAIR;VisaAMO COMMISSIONNING - GREENAFFAIR;Visa prévuAMO COMMISSIONNING - GREENAFFAIR;Numéro chrono visaAMO COMMISSIONNING - GREENAFFAIR;Numéro interne visaAMO COMMISSIONNING - GREENAFFAIR;Commentaire visaAMO COMMISSIONNING - GREENAFFAIR;Réponse commentaire visaAMO COMMISSIONNING - GREENAFFAIR;Date demande visaCSPS - SOCOTEC;Retard visaCSPS - SOCOTEC;Date visaCSPS - SOCOTEC;VisaCSPS - SOCOTEC;Visa prévuCSPS - SOCOTEC;Numéro chrono visaCSPS - SOCOTEC;Numéro interne visaCSPS - SOCOTEC;Commentaire visaCSPS - SOCOTEC;Réponse commentaire visaCSPS - SOCOTEC;Column163;Column164;Column165;Column166;Column167;Column168
GLF;EXE;LEF;Sprinklage;16;TNX;TZN;DAF;7007;A;DUFFUSEURS SRPINKLERS.pdf;DI;01/06/2023;;Jérôme DEPARIS;/01 - DOCUMENTS D'EXECUTION/Lot 16 - Sprinklage/Fiches Produits (DAF);;;;01/06/2023;;;-316;15/06/2023;;;;;01/06/2023;-36;28/07/2023;VAO;;463;;"Ben MOTINGEA :
Prendre en compte visa PROJEX";;01/06/2023;-15;29/06/2023;NC;;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-43;27/07/2023;VAO;;451;;"Alexandre LEBRETON :
Manque la présentation des Side Wall";;;;;;;;;;;;;;;;;;;;01/06/2023;-147;08/11/2023;F;;616;;"Visa SOCOTEC :
Emetteur : Regis ALLOT
Date : 2023-06-01T09:00:17+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents examinés n'appellent pas de remarque particulière de notre part.
Voir Document en PJ";;01/06/2023;;01/06/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;LEF;Sprinklage;16;TNX;TZN;DAF;7006;A;GANG D'ALARMES HYDRAULIQUES.pdf;DI;01/06/2023;;Jérôme DEPARIS;/01 - DOCUMENTS D'EXECUTION/Lot 16 - Sprinklage/Fiches Produits (DAF);;;;01/06/2023;;;-317;15/06/2023;;;;;01/06/2023;-36;28/07/2023;VSO;;464;;;;01/06/2023;-15;29/06/2023;NC;;429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-43;27/07/2023;VSO;;452;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-147;08/11/2023;F;;613;;"Visa SOCOTEC :
Emetteur : Regis ALLOT
Date : 2023-06-01T08:19:02+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents examinés n'appellent pas de remarque particulière de notre part.
Voir Document en PJ";;01/06/2023;;01/06/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;LEF;Sprinklage;16;TNX;TZN;DAF;7005;A;ÉQUIPEMENTS D'ASSEMBLAGE RAINURÉS.pdf;DI;01/06/2023;;Jérôme DEPARIS;/01 - DOCUMENTS D'EXECUTION/Lot 16 - Sprinklage/Fiches Produits (DAF);;;;01/06/2023;;;-317;15/06/2023;;;;;01/06/2023;-36;28/07/2023;VSO;;465;;;;01/06/2023;-15;29/06/2023;NC;;428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-43;27/07/2023;VSO;;453;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-147;08/11/2023;F;;622;;"Visa SOCOTEC :
Emetteur : Regis ALLOT
Date : 2023-06-01T08:18:40+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents examinés n'appellent pas de remarque particulière de notre part.
Voir Document en PJ";;01/06/2023;;01/06/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;LEF;Sprinklage;16;TNX;TZN;DAF;7004;A;INDICATEUR DE PASSAGE D'EAU.pdf;DI;01/06/2023;;Jérôme DEPARIS;/01 - DOCUMENTS D'EXECUTION/Lot 16 - Sprinklage/Fiches Produits (DAF);;;;01/06/2023;;;-317;15/06/2023;;;;;01/06/2023;-36;28/07/2023;VSO;;466;;;;01/06/2023;-15;29/06/2023;NC;;427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-43;27/07/2023;VSO;;454;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-147;08/11/2023;F;;623;;"Visa SOCOTEC :
Emetteur : Regis ALLOT
Date : 2023-06-01T08:17:54+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents examinés n'appellent pas de remarque particulière de notre part.
Voir Document en PJ";;01/06/2023;;01/06/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;LEF;Sprinklage;16;TNX;TZN;DAF;7003;A;MANOMETRE ENREGISTREUR.pdf;DI;01/06/2023;;Jérôme DEPARIS;/01 - DOCUMENTS D'EXECUTION/Lot 16 - Sprinklage/Fiches Produits (DAF);;;;01/06/2023;;;-317;15/06/2023;;;;;01/06/2023;-36;28/07/2023;VSO;;467;;;;01/06/2023;-15;29/06/2023;NC;;426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-43;27/07/2023;VSO;;455;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-147;08/11/2023;F;;612;;"Visa SOCOTEC :
Emetteur : Regis ALLOT
Date : 2023-06-01T08:17:24+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents examinés n'appellent pas de remarque particulière de notre part.
Voir Document en PJ";;01/06/2023;;01/06/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;LEF;Sprinklage;16;TNX;TZN;DAF;7002;A;MANOMETRE INDICATEUR DE PRESSION.pdf;DI;01/06/2023;;Jérôme DEPARIS;/01 - DOCUMENTS D'EXECUTION/Lot 16 - Sprinklage/Fiches Produits (DAF);;;;01/06/2023;;;-317;15/06/2023;;;;;01/06/2023;-36;28/07/2023;VSO;;468;;;;01/06/2023;-15;29/06/2023;NC;;425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-43;27/07/2023;VSO;;456;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-147;08/11/2023;F;;617;;"Visa SOCOTEC :
Emetteur : Regis ALLOT
Date : 2023-06-01T08:16:40+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents examinés n'appellent pas de remarque particulière de notre part.
Voir Document en PJ";;01/06/2023;;01/06/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;LEF;Sprinklage;16;TNX;TZN;DAF;7001;A;POSTES A EAU.pdf;DI;01/06/2023;;Jérôme DEPARIS;/01 - DOCUMENTS D'EXECUTION/Lot 16 - Sprinklage/Fiches Produits (DAF);;;;01/06/2023;;;-317;15/06/2023;;;;;01/06/2023;-36;28/07/2023;VSO;;469;;;;01/06/2023;-15;29/06/2023;NC;;424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-43;27/07/2023;VSO;;457;;;;;;;;;;;;;;;;;;;;;;01/06/2023;-147;08/11/2023;F;;614;;"Visa SOCOTEC :
Emetteur : Regis ALLOT
Date : 2023-06-01T08:16:07+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents examinés n'appellent pas de remarque particulière de notre part.
Voir Document en PJ";;01/06/2023;;01/06/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;CEG;Electricité courants forts;17;TNX;TZN;DAF;8069;A;FICHE TECHNIQUE GESTIONNAIRE DE RECHARGE VÉHICULES ÉLECTRIQUES.pdf;DI;31/05/2023;;Béatrice Guillou;/01 - DOCUMENTS D'EXECUTION/Lot 17 - Electricité courants forts/Fiches Produits (DAF);;;;31/05/2023;;;-318;14/06/2023;;;;;31/05/2023;-13;03/07/2023;VAO;;376;;"Ben MOTINGEA :
Répondre au VISA PROJEX";;31/05/2023;-16;29/06/2023;NC;;419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/05/2023;-13;26/06/2023;VAO;;366;;"Xavier GIBERT :
Transmettre une analyse fonctionnelle expliquant la gestion dynamique couplé avec la gestion statique 
Transmettre le synoptique IRVE";;;;;;;;;;;;;;;;;;;;31/05/2023;-16;30/06/2023;F;;192;;"Visa SOCOTEC :
Emetteur : Thierry FRAISSE
Date : 2023-05-31T08:54:52+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents cités dans le cadre ci-contre n'appellent pas de remarque particulière de notre part.
Voir Document en PJ";;31/05/2023;;31/05/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;CEG;Electricité courants forts;17;TNX;TZN;DAF;8068;A;FICHE TECHNIQUE BORNE DE RECHARGE 2 ROUES.pdf;DI;31/05/2023;;Béatrice Guillou;/01 - DOCUMENTS D'EXECUTION/Lot 17 - Electricité courants forts/Fiches Produits (DAF);;;;31/05/2023;;;-318;14/06/2023;;;;;31/05/2023;-13;03/07/2023;VAO;;377;;"Ben MOTINGEA :
-Présenter échantillons
-Répondre aux observations de PROJEX";;31/05/2023;-16;29/06/2023;VAO;;418;;"Nicolas VIGNAU :
Sous réserve validation PROJEX.
Sous réserve présentation échantillon et mise en place sur témoin.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/05/2023;-13;26/06/2023;VAO;;365;;"Xavier GIBERT :
transmettre les équipements complémentaires tel que les mats
la fiche est à compléter pour préciser la position du compteur MID.";;;;;;;;;;;;;;;;;;;;31/05/2023;-16;30/06/2023;F;;191;;"Visa SOCOTEC :
Emetteur : Thierry FRAISSE
Date : 2023-05-31T08:54:32+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents cités dans le cadre ci-contre n'appellent pas de remarque particulière de notre part.
Voir Document en PJ";;31/05/2023;;31/05/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;CEG;Electricité courants forts;17;TNX;TZN;DAF;8067;A;FICHE TECHNIQUE BORNE DE RECHARGE VOITURE.pdf;DI;31/05/2023;;Béatrice Guillou;/01 - DOCUMENTS D'EXECUTION/Lot 17 - Electricité courants forts/Fiches Produits (DAF);;;;31/05/2023;;;-318;14/06/2023;;;;;31/05/2023;-13;03/07/2023;VAO;;378;;"Ben MOTINGEA :
Répondre au VISA PROJEX";;31/05/2023;-16;29/06/2023;VAO;;417;;"Nicolas VIGNAU :
Sous réserve validation PROJEX.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/05/2023;-13;26/06/2023;VAO;;364;;"Xavier GIBERT :
transmettre les équipements complémentaires tel que les mats";;;;;;;;;;;;;;;;;;;;31/05/2023;-16;30/06/2023;F;;190;;"Visa SOCOTEC :
Emetteur : Thierry FRAISSE
Date : 2023-05-31T08:54:01+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents cités dans le cadre ci-contre n'appellent pas de remarque particulière de notre part.
Voir Document en PJ";;31/05/2023;;31/05/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;LEF;Chauffage - Ventilation - Climatisation - Désenfumage;14;TNX;TZN;NDC;1002;B;BILAN THERMIQUE.pdf;DI;26/05/2023;;Goodlife LEFORT FRANCHETEAU;/01 - DOCUMENTS D'EXECUTION/Lot 14 - Chauffage - Ventilation - Climatisation - Désenfumage/Pièces écrites hors DAF;;;55;26/05/2023;;;-322;09/06/2023;;;;;;;03/10/2023;REF;;949;;"Ben MOTINGEA :
Le bilan thermique est à mettre à jour en fonction des conclusions du RDV spécifique LEFORT/PROJEX/EGIS du 02/10/2023";;26/05/2023;;;-322;09/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/05/2023;;;-322;09/06/2023;;;;;;;;;;;;;;26/05/2023;;29/05/2023;NC;;513;;;;26/05/2023;-118;04/10/2023;F;;566;;"Visa SOCOTEC :
Emetteur : Regis ALLOT
Date : 2023-05-26T09:35:20+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents cités ci-dessus n’appellent aucune remarque de notre part au regard de l’examen effectué dans le cadre de nos différentes missions et de notre analyse des risques de l’ouvrage à construire. A noter que les éventuelles remarques formulées par la maîtrise d’œuvre technique seront à prendre en compte bien que non reprises dans cette fiche.
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"EXE
26/05/2023
MOEX - EGIS -> REF
Ben MOTINGEA :
Le bilan thermique est à mettre à jour en fonction des conclusions du RDV spécifique LEFORT/PROJEX/EGIS";;;;;
GLF;EXE;LEF;Chauffage - Ventilation - Climatisation - Désenfumage;14;TNX;TZN;NDC;1002;A;BILAN THERMIQUE.pdf;;24/02/2023;;Goodlife LEFORT FRANCHETEAU;/01 - DOCUMENTS D'EXECUTION/Lot 14 - Chauffage - Ventilation - Climatisation - Désenfumage/Pièces écrites hors DAF;;;;24/02/2023;;;;10/03/2023;;;;;24/02/2023;-15;31/03/2023;REF;;38;;"Ben MOTINGEA :
Suivant conclusions de la réunion spécifique interfaces CVC-Façades du 08/03/2023";;24/02/2023;;;;10/03/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/02/2023;;;;10/03/2023;;;;;;;;;;;;;;24/02/2023;-29;07/04/2023;NC;;218;;;;24/02/2023;;;;10/03/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;TNX;B;NDC;5009;A;Etudes des efforts de CVT définitif zone B.pdf;DI;26/05/2023;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces écrites hors DAF;;;;;;;;;;;;;26/05/2023;-74;28/08/2023;VAO;;775;;"Ben MOTINGEA :
Prendre en compte VISA TERRELL";;26/05/2023;-158;13/11/2023;NC;;912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/05/2023;-35;13/07/2023;VAO;;234;Visa N°12;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/05/2023;;29/05/2023;NC;;514;;;;26/05/2023;-85;01/09/2023;F;;420;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-05-26T06:09:01+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents cités dans le cadre ci-contre n'appellent pas de remarque particulière de notre part. 

A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et/ou technique) seront à prendre en compte bien que non reprises dans nos fiches
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;TNX;TZN;DAF;7001;A;Peinture primaire anti-rouille.pdf;DI;25/05/2023;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Fiches Produits (DAF);;;;;;;;;;;;;25/05/2023;-14;29/06/2023;VAO;;360;;"Ben MOTINGEA :
Joindre FDES indiqué dans le document pour suivi environnemental";;25/05/2023;-218;12/01/2024;VSO;;1284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/05/2023;-7;15/06/2023;VSO;;135;Visa N°08;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/05/2023;;29/05/2023;NC;;515;;;;25/05/2023;-85;01/09/2023;F;;523;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-05-25T14:09:03+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents cités dans le cadre ci-contre n'appellent pas de remarque particulière de notre part. 

A noter que les visas et les éventuelles remarques formulées par les maîtrises d’œuvre (architectural et/ou technique) seront à prendre en compte bien que non reprises dans nos fiches
Voir Document en PJ";;25/05/2023;;25/05/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;CEG;Electricité courants forts;17;TNX;TZN;DAF;8064;A;FICHE TECHNIQUE BAES PARKING.pdf;DI;25/05/2023;;Béatrice Guillou;/01 - DOCUMENTS D'EXECUTION/Lot 17 - Electricité courants forts/Fiches Produits (DAF);;;;25/05/2023;;;-324;08/06/2023;;;;;25/05/2023;-19;03/07/2023;VAO;;385;;"Ben MOTINGEA :
Voir VISA A115, échantillon à présenter pour pose sur témoin Parking";;25/05/2023;-5;12/06/2023;VAO;;332;;"Nicolas VIGNAU :
Préciser si base ou variante.
Sous réserve validation Projex et présentation sur témoin.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/05/2023;;05/06/2023;VSO;;285;;;;;;;;;;;;;;;;;;;;;;25/05/2023;-22;30/06/2023;F;;187;;"Visa SOCOTEC :
Emetteur : Thierry FRAISSE
Date : 2023-05-25T07:02:13+00:00
Avis : Favorable
Commentaire : Les dispositions techniques figurant sur les documents cités dans le cadre ci-contre n'appellent pas de remarque particulière de notre part.
Voir Document en PJ";;25/05/2023;;25/05/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;TNX;B;NDC;3020;A;Note de calcul CVT provisoire zone B.pdf;DI;25/05/2023;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces écrites hors DAF;;;;;;;;;;;;;25/05/2023;-21;05/07/2023;VAO;;399;;"Ben MOTINGEA :
Prendre en compte remarque TERRELL bien qu'il s'agisse d'un ouvrage provisoire";;25/05/2023;-159;13/11/2023;NC;;913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/05/2023;-8;15/06/2023;NC;;140;Visa n°09;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/05/2023;;29/05/2023;NC;;545;;;;25/05/2023;-273;06/03/2024;HM;;1421;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-05-25T06:56:48+00:00
Avis : Hors Mission
Commentaire : Hors mission
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Gros-œuvre;01A;TNX;A;PLN;4010;A;PLAN CVT provisoire zone A.pdf;DI;25/05/2023;;Selma CHADDA;/01 - DOCUMENTS D'EXECUTION/Lot 01A - Gros-oeuvre - Installations de chantier/Pièces graphiques;;;;;;;;;;;;;25/05/2023;-54;07/08/2023;VSO;;519;;;;25/05/2023;-219;12/01/2024;NC;;1285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/05/2023;-8;15/06/2023;NC;;163;Visa n°09;"Luca GIULIANI :
cf. pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/05/2023;;29/05/2023;NC;;546;;;;25/05/2023;-273;06/03/2024;HM;;1483;;"Visa SOCOTEC :
Emetteur : Aziz ZIR
Date : 2023-05-25T06:53:17+00:00
Avis : Hors Mission
Commentaire : Hors mission
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;LEF;Chauffage - Ventilation - Climatisation - Désenfumage;14;TNX;TZN;SCH;2004;B;SCHÉMA AÉRAULIQUE PARKING.pdf;DI;24/05/2023;;Goodlife LEFORT FRANCHETEAU;/01 - DOCUMENTS D'EXECUTION/Lot 14 - Chauffage - Ventilation - Climatisation - Désenfumage/Pièces graphiques;;;;24/05/2023;;;-325;07/06/2023;;;;;24/05/2023;-133;24/10/2023;VAO;;1070;;"Ben MOTINGEA :
-Sous réserve validation SOCOTEC
-Prendre en compte le visa de PROJEX";;24/05/2023;-219;12/01/2024;NC;;1208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/05/2023;-7;13/06/2023;VAO;;321;;"Florent RADOUX :
A remettre à jour suivant NDC DSF et FT DSF (débits, prise en compte du SS1, ...)";;;;;;;;;;;24/05/2023;;29/05/2023;NC;;566;;;;24/05/2023;;;-325;07/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
