Date dépôt GED;LOT;desc_lot;ZONE;NIVEAU;TYPE DE DOCUMENT;Categ_Docs;INDICE;Libellé du document;Dernier indice;Nombre  d'indice;Durée _versi_type_doc
07/11/2023;19;Electricité courants faibles;TZN;SS3;PLN;docs graphiques;B;PLAN D'IMPLANTATION DES TERMINAUX VDI - NIVEAU SS3.pdf;;;
27/06/2023;19;Electricité courants faibles;TZN;SS3;PLN;docs graphiques;A;PLAN D'IMPLANTATION DES TERMINAUX VDI - NIVEAU SS3.zip;;;
16/02/2024;19;Electricité courants faibles;TZN;SS2;PLN;docs graphiques;C;PLAN D'IMPLANTATION DES TERMINAUX VDI - NIVEAU SS2.pdf;DI;;
07/11/2023;19;Electricité courants faibles;TZN;SS2;PLN;docs graphiques;B;PLAN D'IMPLANTATION DES TERMINAUX VDI - NIVEAU SS2.pdf;;;
27/06/2023;19;Electricité courants faibles;TZN;SS2;PLN;docs graphiques;A;PLAN D'IMPLANTATION DES TERMINAUX VDI - NIVEAU SS2.zip;;;
16/02/2024;19;Electricité courants faibles;TZN;R+2;PLN;docs graphiques;B;PLAN D'IMPLANTATION DES TERMINAUX VDI - NIVEAU R+2.pdf;DI;;
27/06/2023;19;Electricité courants faibles;TZN;R+2;PLN;docs graphiques;A;PLAN D'IMPLANTATION DES TERMINAUX VDI - NIVEAU R+2.zip;;;
16/02/2024;20;Gestion Technique du Bâtiment;TZN;R+5;PLN;docs graphiques;B;Plan d'implantation des terminaux GTB - Niveau R+5.pdf;DI;;
17/08/2023;20;Gestion Technique du Bâtiment;TZN;R+5;PLN;docs graphiques;A;Plan d'implantation des terminaux GTB - Niveau R+5.pdf;;;
16/02/2024;20;Gestion Technique du Bâtiment;TZN;R+4;PLN;docs graphiques;B;Plan d'implantation des terminaux GTB - Niveau R+4.pdf;DI;;
17/08/2023;20;Gestion Technique du Bâtiment;TZN;R+4;PLN;docs graphiques;A;Plan d'implantation des terminaux GTB - Niveau R+4.pdf;;;
16/02/2024;20;Gestion Technique du Bâtiment;TZN;R+3;PLN;docs graphiques;B;Plan d'implantation des terminaux GTB - Niveau R+3.pdf;DI;;
17/08/2023;20;Gestion Technique du Bâtiment;TZN;R+3;PLN;docs graphiques;A;Plan d'implantation des terminaux GTB - Niveau R+3.pdf;;;
16/02/2024;20;Gestion Technique du Bâtiment;TZN;R+2;PLN;docs graphiques;B;Plan d'implantation des terminaux GTB - Niveau R+2.pdf;DI;;
05/07/2023;20;Gestion Technique du Bâtiment;TZN;R+2;PLN;docs graphiques;A;Plan d'implantation des terminaux GTB - Niveau R+2.pdf;;;
16/02/2024;20;Gestion Technique du Bâtiment;TZN;R+1;PLN;docs graphiques;B;Plan d'implantation des terminaux GTB - Niveau R+1.pdf;DI;;
31/08/2023;20;Gestion Technique du Bâtiment;TZN;R+1;PLN;docs graphiques;A;Plan d'implantation des terminaux GTB - Niveau R+1.pdf;;;
16/02/2024;20;Gestion Technique du Bâtiment;TZN;R+6;PLN;docs graphiques;A;Plan d'implantation des terminaux GTB - Niveau R+6.pdf;DI;;
16/02/2024;20;Gestion Technique du Bâtiment;TZN;R+7;PLN;docs graphiques;A;Plan d'implantation des terminaux GTB - Niveau R+7.pdf;DI;;
16/02/2024;20;Gestion Technique du Bâtiment;TZN;R+8;PLN;docs graphiques;A;Plan d'implantation des terminaux GTB - Niveau R+8.pdf;DI;;
16/02/2024;2;Etanchéité;TZN;TNX;DAF;docs écris;C;GLF-EXE-DUM-02-TNX-TZN-DAF-7036-A_DAF Isolant de comblement NTT .pdf;DI;;
19/12/2023;2;Etanchéité;TZN;TNX;DAF;docs écris;B;GLF-EXE-DUM-02-TNX-TZN-DAF-7036-A_DAF Isolant de comblement NTT .pdf;;;
19/12/2023;2;Etanchéité;TZN;TNX;DAF;docs écris;A;GLF-EXE-DUM-02-TNX-TZN-DAF-7036-A_DAF Isolant de comblement NTT .pdf;;;
16/02/2024;01A;Gros-œuvre;A;TNX;DET;docs graphiques;A;Coupes et détails charpente métallique zone 6.pdf;DI;;
05/02/2024;3;Façades;TZN;TNX;NDC;docs écris;A;NDC Statique T4A-T4B - Facade serres.pdf;;;
31/07/2023;01A;Gros-œuvre;TZN;TNX;DAF;docs écris;A;FTP JOINT CF.pdf;;;
15/02/2024;01B;Reprise du radier et cuvelage;TZN;TNX;DAF;docs écris;A;FT BROWOLINER.HT.pdf;DI;;
15/02/2024;01B;Reprise du radier et cuvelage;TZN;TNX;DAF;docs écris;A;FT BLUELIGHT PAA-F 3-D.pdf;DI;;
15/02/2024;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;E;Note de calcul et ferraillage poutre PH SS1 pour ouverture dans PV.pdf;DI;;
18/12/2023;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;D;Note de calcul et ferraillage poutre PH SS1 pour ouverture dans PV.pdf;;;
22/09/2023;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;C;Note de calcul et ferraillage poutre PH SS1 pour ouverture dans PV.pdf;;;
05/07/2023;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;B;Note de calcul et ferraillage poutre PH SS1 pour ouverture dans PV.pdf;;;
05/07/2023;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;A;Note de calcul et ferraillage poutre PH SS1 pour ouverture dans PV.pdf;;;
15/02/2024;15;Plomberie;TZN;TNX;NDC;docs écris;B;Note de calcul productions ECS.pdf;DI;;
29/09/2023;15;Plomberie;TZN;TNX;NDC;docs écris;A;Note de calcul productions ECS.pdf;;;
14/02/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;NDC;docs écris;A;ACOUSTIQUE - BRUITS DES VEINES D'AIR CONFORT.pdf;DI;;
14/02/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;NDC;docs écris;A;ACOUSTIQUE - MOYENS ANTIVIBRATOIRES.pdf;DI;;
14/02/2024;15;Plomberie;TZN;TNX;SCH;docs graphiques;B;Schéma de principe Productions ECS.pdf;DI;;
22/11/2023;15;Plomberie;TZN;TNX;SCH;docs graphiques;A;Schéma de principe Productions ECS.pdf;;;
14/02/2024;17;Electricité courants forts;TZN;TNX;ANF;docs écris;C;Analyse fonctionnelle éclairage.pdf;DI;;
11/10/2023;17;Electricité courants forts;TZN;TNX;ANF;docs écris;B;Analyse fonctionnelle éclairage.pdf;;;
11/07/2023;17;Electricité courants forts;TZN;TNX;ANF;docs écris;A;Analyse fonctionnelle éclairage.pdf;;;
13/02/2024;2;Etanchéité;TZN;TNX;DAF;docs écris;A;DAF protection d'étanchaité _ Bi-couches élastomère.pdf;DI;;
13/02/2024;15;Plomberie;TZN;TNX;SCH;docs graphiques;B;Plan de comptage PLB.pdf;DI;;
03/11/2023;15;Plomberie;TZN;TNX;SCH;docs graphiques;A;Plan de comptage PLB.pdf;;;
09/02/2024;16;Sprinklage;TZN;TNX;DAF;docs écris;A;POMPES.pdf;DI;;
09/02/2024;15;Plomberie;TZN;R+8;PRE;docs graphiques;D;Plan de RÉSERVATIONS  PLB - R8.pdf;DI;;
24/01/2024;15;Plomberie;TZN;R+8;PRE;docs graphiques;C;Plan de RÉSERVATIONS  PLB - R8.pdf;;;
18/12/2023;15;Plomberie;TZN;R+8;PRE;docs graphiques;B;Plan de RÉSERVATIONS  PLB - R8.pdf;;;
07/11/2023;15;Plomberie;TZN;R+8;PRE;docs graphiques;A;Plan de RÉSERVATIONS  PLB - R8.pdf;;;
09/02/2024;15;Plomberie;TZN;R+8;PRX;docs graphiques;D;Plan de RÉSEAUX PLB - R8.pdf;DI;;
24/01/2024;15;Plomberie;TZN;R+8;PRX;docs graphiques;C;Plan de RÉSEAUX PLB - R8.pdf;;;
28/09/2023;15;Plomberie;TZN;R+8;PRX;docs graphiques;A;Plan de RÉSEAUX PLB - R8.pdf;;;
09/02/2024;01A;Gros-œuvre;TZN;TNX;DAF;docs écris;C;FTP FLOCAGE.pdf;DI;;
18/12/2023;01A;Gros-œuvre;TZN;TNX;DAF;docs écris;B;FTP FLOCAGE.pdf;;;
31/07/2023;01A;Gros-œuvre;TZN;TNX;DAF;docs écris;A;FTP FLOCAGE.pdf;;;
09/02/2024;01A;Gros-œuvre;C;R+6;PCO;docs graphiques;L;PHR+6 - Zone C - Vue en plan.pdf;DI;;
19/01/2024;01A;Gros-œuvre;C;R+6;PCO;docs graphiques;K;PHR+6 - Zone C - Vue en plan.pdf;;;
22/12/2023;01A;Gros-œuvre;C;R+6;PCO;docs graphiques;I;PHR+6 - Zone C - Vue en plan.pdf;;;
24/11/2023;01A;Gros-œuvre;C;R+6;PCO;docs graphiques;H;PHR+6 - Zone C - Vue en plan.pdf;;;
02/11/2023;01A;Gros-œuvre;C;R+6;PCO;docs graphiques;G;PHR+6 - Zone C - Vue en plan.pdf;;;
27/10/2023;01A;Gros-œuvre;C;R+6;PCO;docs graphiques;F;PHR+6 - Zone C - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;C;R+6;PCO;docs graphiques;E;PHR+6 - Zone C - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;C;R+6;PCO;docs graphiques;D;PHR+6 - Zone C - Vue en plan.pdf;;;
19/09/2023;01A;Gros-œuvre;C;R+6;PCO;docs graphiques;C;PHR+6 - Zone C - Vue en plan.pdf;;;
28/07/2023;01A;Gros-œuvre;C;R+6;PCO;docs graphiques;B;PHR+6 - Zone C - Vue en plan.pdf;;;
11/05/2023;01A;Gros-œuvre;C;R+6;PCO;docs graphiques;A;PHR+6 - Zone C - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;C;R+5;PCO;docs graphiques;G;PHR+5 - Zone C - Vue en plan.pdf;DI;;
22/12/2023;01A;Gros-œuvre;C;R+5;PCO;docs graphiques;F;PHR+5 - Zone C - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;C;R+5;PCO;docs graphiques;E;PHR+5 - Zone C - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;C;R+5;PCO;docs graphiques;D;PHR+5 - Zone C - Vue en plan.pdf;;;
19/09/2023;01A;Gros-œuvre;C;R+5;PCO;docs graphiques;C;PHR+5 - Zone C - Vue en plan.pdf;;;
17/07/2023;01A;Gros-œuvre;C;R+5;PCO;docs graphiques;B;PHR+5 - Zone C - Vue en plan.pdf;;;
20/04/2023;01A;Gros-œuvre;C;R+5;PCO;docs graphiques;A;PHR+5 - Zone C - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;C;R+4;PCO;docs graphiques;I;PHR+4 - Zone C - Vue en plan.pdf;DI;;
22/12/2023;01A;Gros-œuvre;C;R+4;PCO;docs graphiques;H;PHR+4 - Zone C - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;C;R+4;PCO;docs graphiques;G;PHR+4 - Zone C - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;C;R+4;PCO;docs graphiques;F;PHR+4 - Zone C - Vue en plan.pdf;;;
28/09/2023;01A;Gros-œuvre;C;R+4;PCO;docs graphiques;E;PHR+4 - Zone C - Vue en plan.pdf;;;
19/09/2023;01A;Gros-œuvre;C;R+4;PCO;docs graphiques;D;PHR+4 - Zone C - Vue en plan.pdf;;;
07/07/2023;01A;Gros-œuvre;C;R+4;PCO;docs graphiques;C;PHR+4 - Zone C - Vue en plan.pdf;;;
11/04/2023;01A;Gros-œuvre;C;R+4;PCO;docs graphiques;A;PHR+4 - Zone C - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;C;R+3;PCO;docs graphiques;I;PHR+3 - Zone C - Vue en plan.pdf;DI;;
22/12/2023;01A;Gros-œuvre;C;R+3;PCO;docs graphiques;H;PHR+3 - Zone C - Vue en plan.pdf;;;
06/12/2023;01A;Gros-œuvre;C;R+3;PCO;docs graphiques;G;PHR+3 - Zone C - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;C;R+3;PCO;docs graphiques;F;PHR+3 - Zone C - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;C;R+3;PCO;docs graphiques;E;PHR+3 - Zone C - Vue en plan.pdf;;;
28/09/2023;01A;Gros-œuvre;C;R+3;PCO;docs graphiques;D;PHR+3 - Zone C - Vue en plan.pdf;;;
19/09/2023;01A;Gros-œuvre;C;R+3;PCO;docs graphiques;C;PHR+3 - Zone C - Vue en plan.pdf;;;
07/07/2023;01A;Gros-œuvre;C;R+3;PCO;docs graphiques;B;PHR+3 - Zone C - Vue en plan.pdf;;;
14/04/2023;01A;Gros-œuvre;C;R+3;PCO;docs graphiques;A;PHR+3 - Zone C - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;C;R+2;PCO;docs graphiques;I;PHR+2 - Zone C - Vue en plan.pdf;DI;;
22/12/2023;01A;Gros-œuvre;C;R+2;PCO;docs graphiques;H;PHR+2 - Zone C - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;C;R+2;PCO;docs graphiques;G;PHR+2 - Zone C - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;C;R+2;PCO;docs graphiques;F;PHR+2 - Zone C - Vue en plan.pdf;;;
19/09/2023;01A;Gros-œuvre;C;R+2;PCO;docs graphiques;E;PHR+2 - Zone C - Vue en plan.pdf;;;
11/08/2023;01A;Gros-œuvre;C;R+2;PCO;docs graphiques;D;PHR+2 - Zone C - Vue en plan.pdf;;;
04/08/2023;01A;Gros-œuvre;C;R+2;PCO;docs graphiques;C;PHR+2 - Zone C - Vue en plan.pdf;;;
03/07/2023;01A;Gros-œuvre;C;R+2;PCO;docs graphiques;B;PHR+2 - Zone C - Vue en plan.pdf;;;
14/04/2023;01A;Gros-œuvre;C;R+2;PCO;docs graphiques;A;PHR+2 - Zone C - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;C;R+1;PCO;docs graphiques;L;PHR+1 - Zone C - Vue en plan.pdf;DI;;
22/01/2024;01A;Gros-œuvre;C;R+1;PCO;docs graphiques;K;PHR+1 - Zone C - Vue en plan.pdf;;;
22/12/2023;01A;Gros-œuvre;C;R+1;PCO;docs graphiques;J;PHR+1 - Zone C - Vue en plan.pdf;;;
04/12/2023;01A;Gros-œuvre;C;R+1;PCO;docs graphiques;I;PHR+1 - Zone C - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;C;R+1;PCO;docs graphiques;H;PHR+1 - Zone C - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;C;R+1;PCO;docs graphiques;G;PHR+1 - Zone C - Vue en plan.pdf;;;
19/09/2023;01A;Gros-œuvre;C;R+1;PCO;docs graphiques;F;PHR+1 - Zone C - Vue en plan.pdf;;;
11/08/2023;01A;Gros-œuvre;C;R+1;PCO;docs graphiques;E;PHR+1 - Zone C - Vue en plan.pdf;;;
04/08/2023;01A;Gros-œuvre;C;R+1;PCO;docs graphiques;D;PHR+1 - Zone C - Vue en plan.pdf;;;
03/07/2023;01A;Gros-œuvre;C;R+1;PCO;docs graphiques;C;PHR+1 - Zone C - Vue en plan.pdf;;;
26/06/2023;01A;Gros-œuvre;C;R+1;PCO;docs graphiques;B;PHR+1 - Zone C - Vue en plan.pdf;;;
10/03/2023;01A;Gros-œuvre;C;R+1;PCO;docs graphiques;A;PHR+1 - Zone C - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;B;R+6;PCO;docs graphiques;L;PHR+6 - Zone B - Vue en plan.pdf;DI;;
19/01/2024;01A;Gros-œuvre;B;R+6;PCO;docs graphiques;K;PHR+6 - Zone B - Vue en plan.pdf;;;
22/12/2023;01A;Gros-œuvre;B;R+6;PCO;docs graphiques;I;PHR+6 - Zone B - Vue en plan.pdf;;;
24/11/2023;01A;Gros-œuvre;B;R+6;PCO;docs graphiques;H;PHR+6 - Zone B - Vue en plan.pdf;;;
02/11/2023;01A;Gros-œuvre;B;R+6;PCO;docs graphiques;G;PHR+6 - Zone B - Vue en plan.pdf;;;
27/10/2023;01A;Gros-œuvre;B;R+6;PCO;docs graphiques;F;PHR+6 - Zone B - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;B;R+6;PCO;docs graphiques;E;PHR+6 - Zone B - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;B;R+6;PCO;docs graphiques;D;PHR+6 - Zone B - Vue en plan.pdf;;;
19/09/2023;01A;Gros-œuvre;B;R+6;PCO;docs graphiques;C;PHR+6 - Zone B - Vue en plan.pdf;;;
28/07/2023;01A;Gros-œuvre;B;R+6;PCO;docs graphiques;B;PHR+6 - Zone B - Vue en plan.pdf;;;
11/05/2023;01A;Gros-œuvre;B;R+6;PCO;docs graphiques;A;PHR+6 - Zone B - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;B;R+5;PCO;docs graphiques;G;PHR+5 - Zone B - Vue en plan.pdf;DI;;
22/12/2023;01A;Gros-œuvre;B;R+5;PCO;docs graphiques;F;PHR+5 - Zone B - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;B;R+5;PCO;docs graphiques;E;PHR+5 - Zone B - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;B;R+5;PCO;docs graphiques;D;PHR+5 - Zone B - Vue en plan.pdf;;;
19/09/2023;01A;Gros-œuvre;B;R+5;PCO;docs graphiques;C;PHR+5 - Zone B - Vue en plan.pdf;;;
17/07/2023;01A;Gros-œuvre;B;R+5;PCO;docs graphiques;B;PHR+5 - Zone B - Vue en plan.pdf;;;
20/04/2023;01A;Gros-œuvre;B;R+5;PCO;docs graphiques;A;PHR+5 - Zone B - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;B;R+4;PCO;docs graphiques;I;PHR+4 - Zone B - Vue en plan.pdf;DI;;
22/12/2023;01A;Gros-œuvre;B;R+4;PCO;docs graphiques;H;PHR+4 - Zone B - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;B;R+4;PCO;docs graphiques;G;PHR+4 - Zone B - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;B;R+4;PCO;docs graphiques;F;PHR+4 - Zone B - Vue en plan.pdf;;;
28/09/2023;01A;Gros-œuvre;B;R+4;PCO;docs graphiques;E;PHR+4 - Zone B - Vue en plan.pdf;;;
19/09/2023;01A;Gros-œuvre;B;R+4;PCO;docs graphiques;D;PHR+4 - Zone B - Vue en plan.pdf;;;
07/07/2023;01A;Gros-œuvre;B;R+4;PCO;docs graphiques;C;PHR+4 - Zone B - Vue en plan.pdf;;;
11/04/2023;01A;Gros-œuvre;B;R+4;PCO;docs graphiques;A;PHR+4 - Zone B - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;B;R+3;PCO;docs graphiques;I;PHR+3 - Zone B - Vue en plan.pdf;DI;;
22/12/2023;01A;Gros-œuvre;B;R+3;PCO;docs graphiques;H;PHR+3 - Zone B - Vue en plan.pdf;;;
06/12/2023;01A;Gros-œuvre;B;R+3;PCO;docs graphiques;G;PHR+3 - Zone B - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;B;R+3;PCO;docs graphiques;F;PHR+3 - Zone B - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;B;R+3;PCO;docs graphiques;E;PHR+3 - Zone B - Vue en plan.pdf;;;
28/09/2023;01A;Gros-œuvre;B;R+3;PCO;docs graphiques;D;PHR+3 - Zone B - Vue en plan.pdf;;;
19/09/2023;01A;Gros-œuvre;B;R+3;PCO;docs graphiques;C;PHR+3 - Zone B - Vue en plan.pdf;;;
07/07/2023;01A;Gros-œuvre;B;R+3;PCO;docs graphiques;B;PHR+3 - Zone B - Vue en plan.pdf;;;
14/04/2023;01A;Gros-œuvre;B;R+3;PCO;docs graphiques;A;PHR+3 - Zone B - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;B;R+2;PCO;docs graphiques;I;PHR+2 - Zone B - Vue en plan.pdf;DI;;
22/12/2023;01A;Gros-œuvre;B;R+2;PCO;docs graphiques;H;PHR+2 - Zone B - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;B;R+2;PCO;docs graphiques;G;PHR+2 - Zone B - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;B;R+2;PCO;docs graphiques;F;PHR+2 - Zone B - Vue en plan.pdf;;;
19/09/2023;01A;Gros-œuvre;B;R+2;PCO;docs graphiques;E;PHR+2 - Zone B - Vue en plan.pdf;;;
11/08/2023;01A;Gros-œuvre;B;R+2;PCO;docs graphiques;D;PHR+2 - Zone B - Vue en plan.pdf;;;
04/08/2023;01A;Gros-œuvre;B;R+2;PCO;docs graphiques;C;PHR+2 - Zone B - Vue en plan.pdf;;;
03/07/2023;01A;Gros-œuvre;B;R+2;PCO;docs graphiques;B;PHR+2 - Zone B - Vue en plan.pdf;;;
14/04/2023;01A;Gros-œuvre;B;R+2;PCO;docs graphiques;A;PHR+2 - Zone B - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;B;R+1;PCO;docs graphiques;L;PHR+1 - Zone B - Vue en plan.pdf;DI;;
22/01/2024;01A;Gros-œuvre;B;R+1;PCO;docs graphiques;K;PHR+1 - Zone B - Vue en plan.pdf;;;
22/12/2023;01A;Gros-œuvre;B;R+1;PCO;docs graphiques;J;PHR+1 - Zone B - Vue en plan.pdf;;;
04/12/2023;01A;Gros-œuvre;B;R+1;PCO;docs graphiques;I;PHR+1 - Zone B - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;B;R+1;PCO;docs graphiques;H;PHR+1 - Zone B - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;B;R+1;PCO;docs graphiques;G;PHR+1 - Zone B - Vue en plan.pdf;;;
19/09/2023;01A;Gros-œuvre;B;R+1;PCO;docs graphiques;F;PHR+1 - Zone B - Vue en plan.pdf;;;
11/08/2023;01A;Gros-œuvre;B;R+1;PCO;docs graphiques;E;PHR+1 - Zone B - Vue en plan.pdf;;;
04/08/2023;01A;Gros-œuvre;B;R+1;PCO;docs graphiques;D;PHR+1 - Zone B - Vue en plan.pdf;;;
03/07/2023;01A;Gros-œuvre;B;R+1;PCO;docs graphiques;C;PHR+1 - Zone B - Vue en plan.pdf;;;
26/06/2023;01A;Gros-œuvre;B;R+1;PCO;docs graphiques;B;PHR+1 - Zone B - Vue en plan.pdf;;;
10/03/2023;01A;Gros-œuvre;B;R+1;PCO;docs graphiques;A;PHR+1 - Zone B - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;A;R+3;PCO;docs graphiques;I;PHR+3 - Zone A - Vue en plan.pdf;DI;;
22/12/2023;01A;Gros-œuvre;A;R+3;PCO;docs graphiques;H;PHR+3 - Zone A - Vue en plan.pdf;;;
06/12/2023;01A;Gros-œuvre;A;R+3;PCO;docs graphiques;G;PHR+3 - Zone A - Vue en plan.pdf;;;
20/10/2023;01A;Gros-œuvre;A;R+3;PCO;docs graphiques;F;PHR+3 - Zone A - Vue en plan.pdf;;;
11/10/2023;01A;Gros-œuvre;A;R+3;PCO;docs graphiques;E;PHR+3 - Zone A - Vue en plan.pdf;;;
28/09/2023;01A;Gros-œuvre;A;R+3;PCO;docs graphiques;D;PHR+3 - Zone A - Vue en plan.pdf;;;
28/09/2023;01A;Gros-œuvre;A;R+3;PCO;docs graphiques;C;PHR+3 - Zone A - Vue en plan.pdf;;;
07/07/2023;01A;Gros-œuvre;A;R+3;PCO;docs graphiques;B;PHR+3 - Zone A - Vue en plan.pdf;;;
14/04/2023;01A;Gros-œuvre;A;R+3;PCO;docs graphiques;A;PHR+3 - Zone A - Vue en plan.pdf;;;
09/02/2024;01A;Gros-œuvre;A;SS5;PFE;docs graphiques;D;Carnet de ferraillage zone 2  : PH SS5.pdf;DI;;
30/11/2023;01A;Gros-œuvre;A;SS5;PFE;docs graphiques;C;Carnet de ferraillage zone 2  : PH SS5.pdf;;;
02/11/2023;01A;Gros-œuvre;A;SS5;PFE;docs graphiques;B;Carnet de ferraillage zone 2  : PH SS5.pdf;;;
06/10/2023;01A;Gros-œuvre;A;SS5;PFE;docs graphiques;A;Carnet de ferraillage zone 2  : PH SS5.pdf;;;
09/02/2024;01A;Gros-œuvre;A;SS4;PFE;docs graphiques;C;Carnet de ferraillage zone 2 : PH SS4.pdf;DI;;
08/12/2023;01A;Gros-œuvre;A;SS4;PFE;docs graphiques;B;Carnet de ferraillage zone 2 : PH SS4.pdf;;;
06/10/2023;01A;Gros-œuvre;A;SS4;PFE;docs graphiques;A;Carnet de ferraillage zone 2 : PH SS4.pdf;;;
09/02/2024;01A;Gros-œuvre;A;SS3;PFE;docs graphiques;E;Carnet de ferraillage zone 2  : PH SS3.pdf;DI;;
08/12/2023;01A;Gros-œuvre;A;SS3;PFE;docs graphiques;D;Carnet de ferraillage zone 2  : PH SS3.pdf;;;
02/11/2023;01A;Gros-œuvre;A;SS3;PFE;docs graphiques;C;Carnet de ferraillage zone 2  : PH SS3.pdf;;;
06/10/2023;01A;Gros-œuvre;A;SS3;PFE;docs graphiques;B;Carnet de ferraillage zone 2  : PH SS3.pdf;;;
26/06/2023;01A;Gros-œuvre;A;SS3;PFE;docs graphiques;A;Carnet de ferraillage zone 2  : PH SS3.pdf;;;
09/02/2024;01A;Gros-œuvre;A;SS2;PFE;docs graphiques;F;Carnet de ferraillage zone 2  : PH SS2.pdf;DI;;
21/12/2023;01A;Gros-œuvre;A;SS2;PFE;docs graphiques;E;Carnet de ferraillage zone 2  : PH SS2.pdf;;;
08/12/2023;01A;Gros-œuvre;A;SS2;PFE;docs graphiques;C;Carnet de ferraillage zone 2  : PH SS2.pdf;;;
20/10/2023;01A;Gros-œuvre;A;SS2;PFE;docs graphiques;B;Carnet de ferraillage zone 2  : PH SS2.pdf;;;
06/10/2023;01A;Gros-œuvre;A;SS2;PFE;docs graphiques;A;Carnet de ferraillage zone 2  : PH SS2.pdf;;;
08/02/2024;01A;Gros-œuvre;B;TNX;PLN;docs graphiques;C;Plan de calepinage des bacs zone 5.pdf;DI;;
09/01/2024;01A;Gros-œuvre;B;TNX;PLN;docs graphiques;A;Plan de calepinage des bacs zone 5.pdf;;;
08/02/2024;01A;Gros-œuvre;A;TNX;ELV;docs graphiques;C;Elevation charpente métallique zone 2.pdf;DI;;
25/01/2024;01A;Gros-œuvre;A;TNX;ELV;docs graphiques;B;Elevation charpente métallique zone 2.pdf;;;
26/12/2023;01A;Gros-œuvre;A;TNX;ELV;docs graphiques;A;Elevation charpente métallique zone 2.pdf;;;
08/02/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;RDC;PRE;docs graphiques;G;PLAN DE RÉSERVATIONS CVCD - REZ-DE-CHAUSSÉE.pdf;DI;;
15/12/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;RDC;PRE;docs graphiques;F;PLAN DE RÉSERVATIONS CVCD - REZ-DE-CHAUSSÉE.pdf;;;
05/12/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;RDC;PRE;docs graphiques;E;PLAN DE RÉSERVATIONS CVCD - REZ-DE-CHAUSSÉE.pdf;;;
21/08/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;RDC;PRE;docs graphiques;D;PLAN DE RÉSERVATIONS CVCD - REZ-DE-CHAUSSÉE.pdf;;;
11/07/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;RDC;PRE;docs graphiques;C;PLAN DE RÉSERVATIONS CVCD - REZ-DE-CHAUSSÉE.pdf;;;
30/05/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;RDC;PRE;docs graphiques;B;PLAN DE RÉSERVATIONS CVCD - REZ-DE-CHAUSSÉE.pdf;;;
