PROJET;PHASE;EMET;LOT;ZONE;NIVEAU;TYPE DE DOCUMENT;3 caractère compris entre 0 & 9;Titre du document;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Commentaire libre;Réponse commentaire libre;Date demande visaARC - DTACC;Retard visaARC - DTACC;Date visaARC - DTACC;VisaARC - DTACC;Visa prévuARC - DTACC;Numéro chrono visaARC - DTACC;Numéro interne visaARC - DTACC;Commentaire visaARC - DTACC;Réponse commentaire visaARC - DTACC;Date demande visaBET STR - SCYNA 4;Retard visaBET STR - SCYNA 4;Date visaBET STR - SCYNA 4;VisaBET STR - SCYNA 4;Visa prévuBET STR - SCYNA 4;Numéro chrono visaBET STR - SCYNA 4;Numéro interne visaBET STR - SCYNA 4;Commentaire visaBET STR - SCYNA 4;Réponse commentaire visaBET STR - SCYNA 4;Date demande visaBET Fluide - ATEC;Retard visaBET Fluide - ATEC;Date visaBET Fluide - ATEC;VisaBET Fluide - ATEC;Visa prévuBET Fluide - ATEC;Numéro chrono visaBET Fluide - ATEC;Numéro interne visaBET Fluide - ATEC;Commentaire visaBET Fluide - ATEC;Réponse commentaire visaBET Fluide - ATEC;Date demande visaCoordinateur SSI - EURO COORD;Retard visaCoordinateur SSI - EURO COORD;Date visaCoordinateur SSI - EURO COORD;VisaCoordinateur SSI - EURO COORD;Visa prévuCoordinateur SSI - EURO COORD;Numéro chrono visaCoordinateur SSI - EURO COORD;Numéro interne visaCoordinateur SSI - EURO COORD;Commentaire visaCoordinateur SSI - EURO COORD;Réponse commentaire visaCoordinateur SSI - EURO COORD;Date demande visaACOUSTIQUE - CAP HORN;Retard visaACOUSTIQUE - CAP HORN;Date visaACOUSTIQUE - CAP HORN;VisaACOUSTIQUE - CAP HORN;Visa prévuACOUSTIQUE - CAP HORN;Numéro chrono visaACOUSTIQUE - CAP HORN;Numéro interne visaACOUSTIQUE - CAP HORN;Commentaire visaACOUSTIQUE - CAP HORN;Réponse commentaire visaACOUSTIQUE - CAP HORN;Date demande visaBDC - BTP CONSULTANTS;Retard visaBDC - BTP CONSULTANTS;Date visaBDC - BTP CONSULTANTS;VisaBDC - BTP CONSULTANTS;Visa prévuBDC - BTP CONSULTANTS;Numéro chrono visaBDC - BTP CONSULTANTS;Numéro interne visaBDC - BTP CONSULTANTS;Commentaire visaBDC - BTP CONSULTANTS;Réponse commentaire visaBDC - BTP CONSULTANTS;Date demande visaBET Façade - ROUX INGENIERIE;Retard visaBET Façade - ROUX INGENIERIE;Date visaBET Façade - ROUX INGENIERIE;VisaBET Façade - ROUX INGENIERIE;Visa prévuBET Façade - ROUX INGENIERIE;Numéro chrono visaBET Façade - ROUX INGENIERIE;Numéro interne visaBET Façade - ROUX INGENIERIE;Commentaire visaBET Façade - ROUX INGENIERIE;Réponse commentaire visaBET Façade - ROUX INGENIERIE;Column82;Column83
PECM;EXE;DPR;MEXT;TZ;R+1;FTP;4;FT Châssis MEXT ORATOIRE;0;Fiche Technique châssis MEXT Passage de l'Oratoire.pdf;;30/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;30/10/2023;;10/11/2023;VAO;;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30/10/2023;-56;09/01/2024;S;;126;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf";30/10/2023;;03/11/2023;VSO;;10;20;"Vincent Pottier :
voir pièce jointe";;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;ACRYRUB EXT FACADES;A;Fiche Acryrub Exterieur Facades.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;28/03/2024;;05/04/2024;VSO;;46;56;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;ACRYRUB EXT FACADES;0;Fiche Acryrub Exterieur Facades.pdf;;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;18/09/2023;-1;03/10/2023;VOB;;9;;"Roberto SABELLA :
Ajouter une frontispice :  préciser localisation - type de usage";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/09/2023;-99;09/01/2024;S;;135;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
Extrait DTU 39 P5.pdf, 
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf";;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;Vitrage PERFOGLASS;B;peRFoGlass® - Impression94.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;28/03/2024;;05/04/2024;VSO;;48;58;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;MEXT;BUR;R+1;FTP;0;Vitrage PERFOGLASS;0;peRFoGlass® - Impression94.pdf;;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;18/09/2023;;03/10/2023;NC;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/09/2023;-98;09/01/2024;S;;149;;"Meriem ABDELLAOUI :
Voir FED-4 en pièce jointe.";"Julien MATHIEU :
Ci-joint l'ensemble des éléments demandés

Bien à vous,
 fr :  
FDS-125702.pdf, 
FT-125702.pdf, 
IFT_13_001656_PR01_FR.pdf, 
PB-Fen-01-05_Rapport d'essai.pdf, 
Performance des vitrages.pdf, 
Poids du vantail.pdf, 
SILICONE 7070 PLUS  LABEL SNJF FACADE 2024.pdf, 
2023- Cekal du 1 09 2023  au 29 02 2024.pdf, 
Charnière d'imposte.pdf, 
Extrait DTU 39 P5.pdf";;;;;;;;;;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;43;Rail PRÉGYMÉTAL 70 305 4;A;Rail PRÉGYMÉTAL 70-305.4.pdf;DI;28/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;CLO;TZ;R+1;FTP;31;gr_32_roule_revetu_kraft;A;gr_32_roule_revetu_kraft.pdf;DI;28/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 07 - Cloison Doublage/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;GO;TZ;R+1;FTP;1;Flocage;A;Fiche technique du Fibrofeu®.pdf;DI;28/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 02 - DEMOLITION GROS OEUVRE/Fiche Technique Produit;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2024;;;-14;12/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;GO;TZ;R+1;FTP;1;Flocage;0;Fiche technique du Fibrofeu®.pdf;;11/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 02 - DEMOLITION GROS OEUVRE/Fiche Technique Produit;;;11/10/2023;;23/10/2023;REF;;53;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/10/2023;-1;27/10/2023;S;;13;;"Meriem ABDELLAOUI :
Il conviendra de nous communiquer :
 - le plan de repérage des éléments traités ;
 - les PV justificatifs du classement au feu confié aux éléments, la mise en œuvre du flocage doit être conforme aux PV.";"Julien MATHIEU :
Ci-joint le PV justificatif sur Flocage, ainsi que le plan de repérage.
 fr :  
PV EFR-16-002129 Fibrofeu Structures Acier - Reconduction.pdf, 
PLAN LOC Flocage.pdf";;;;;;;;;;;
PECM;EXE;DPR;OCC;BUR;R+1;FTP;4;FT ALIMENTATION MOTEUR STORES;C;T3.5 Filaire.pdf;DI;22/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 06 - Occultation/Fiche Technique Produit;;;22/03/2024;;;-20;06/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/03/2024;;;-20;06/04/2024;;;;;22/03/2024;;22/03/2024;VSO;;42;52;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;OCC;BUR;R+1;FTP;4;FT ALIMENTATION MOTEUR STORES;B;T3.5 Filaire.pdf;;13/12/2023;;Romario BANDULA;/01 - DOC EXE/Lot 06 - Occultation/Fiche Technique Produit;;;13/12/2023;-2;29/12/2023;VAO;;220;;;;;;;;;;;;;13/12/2023;-1;29/12/2023;VSO;;82;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;13/12/2023;-12;09/01/2024;H;;163;;;;13/12/2023;;21/12/2023;VAO;;18;28;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;OCC;BUR;R+1;FTP;4;FT ALIMENTATION MOTEUR STORES;A;T3.5 Filaire.pdf;;29/11/2023;;Romario BANDULA;/01 - DOC EXE/Lot 06 - Occultation/Fiche Technique Produit;;;29/11/2023;;07/12/2023;VAO;;198;;;;;;;;;;;;;29/11/2023;;05/12/2023;REF;;80;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;29/11/2023;;;;14/12/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;OCC;BUR;R+1;FTP;4;FT ALIMENTATION MOTEUR STORES;0;T3.5 Filaire.pdf;;12/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 06 - Occultation/Fiche Technique Produit;;;12/10/2023;-6;01/11/2023;VOB;;163;;;;;;;;;;;;;12/10/2023;-11;06/11/2023;REF;;39;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;12/10/2023;;;;27/10/2023;;;;;12/10/2023;;;;27/10/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;BUR;R+1;PLN;6;PORTE DE COMPARTIMENTAGE DAS;A;EXE-VANTEC-ARC-9-R+1-PLN-006-0-DAS.pdf;DI;22/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Pièces graphiques;;;22/03/2024;;;-20;06/04/2024;;;;;;;;;;;;;;;;;;;;;;;22/03/2024;;;-20;06/04/2024;;;;;;;;;;;;;;22/03/2024;;;-20;06/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;BUR;R+1;PLN;6;PORTE DE COMPARTIMENTAGE DAS;0;EXE-VANTEC-ARC-9-R+1-PLN-006-0-DAS.pdf;;07/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Pièces graphiques;;;07/03/2024;;18/03/2024;VOB;;276;;;;;;;;;;;;;;;;;;;;;;07/03/2024;;07/03/2024;VAO;;10;;"François VAZQUEZ :
Voir Avis Euro Coord n°6";;;;;;;;;;;07/03/2024;;;;22/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;PLN;2;PLAN GRILLES DE FACADES;0;EXE-CLIM-CVC-C11-R+1-PL-Grille de?senfumage.pdf;DI;18/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 11 - CVCD/Pièces graphiques;;;18/03/2024;;19/03/2024;REF;;281;;;;;;;;;;;;;18/03/2024;;27/03/2024;VAO;;93;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;18/03/2024;;;-24;02/04/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;DET;101;CARNET DE DETAILS EXE SANITAIRES;C;EX23 11 266 _VAN_MARENGO_CDD_SANITAIRE_0_18 11 2023.pdf;DI;13/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Pièces graphiques;;;13/03/2024;;25/03/2024;VOB;;283;;;"Romario BANDULA :
Ce visa bloquant n'a pas lieu d'être car ce dernier ne concerne que les types d'ouvertures pour les meubles miroir, qui ont été respecter suivant le visa en date de 06/02.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/03/2024;;;-29;28/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;DET;101;CARNET DE DETAILS EXE SANITAIRES;B;EX23 11 266 _VAN_MARENGO_CDD_SANITAIRE_0_18 11 2023.pdf;;21/02/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 09 - MINT/Pièces graphiques;;;21/02/2024;;22/02/2024;VOB;;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/02/2024;;;;07/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;DET;101;CARNET DE DETAILS EXE SANITAIRES;A;EX23 11 266 _VAN_MARENGO_CDD_SANITAIRE_0_18 11 2023.pdf;;23/01/2024;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Pièces graphiques;;;23/01/2024;;06/02/2024;VOB;;242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/01/2024;;;;07/02/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;DET;101;CARNET DE DETAILS EXE SANITAIRES;0;EX23 11 266 _VAN_MARENGO_CDD_SANITAIRE_0_18 11 2023.pdf;;20/11/2023;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Pièces graphiques;;;20/11/2023;;23/11/2023;REF;;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/11/2023;-35;09/01/2024;F;;159;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;RDC;FTP;25;Rideau d'aire chaud;A;TEDDINGTON Rideau d'air RDC TEDDINGTON + TEDDYPAD DAF.pdf;DI;12/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;12/03/2024;;19/03/2024;REF;;282;;;;;;;;;;;;;12/03/2024;;14/03/2024;VOB;;90;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;12/03/2024;;;-31;27/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;RDC;FTP;25;Rideau d'aire chaud;0;TEDDINGTON Rideau d'air RDC TEDDINGTON + TEDDYPAD DAF.pdf;;01/02/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;01/02/2024;-1;16/02/2024;REF;;254;;"Roberto SABELLA :
Article variante marché - profondeur trop importante  - profondeur prévue à projet 27 cm.
demander avis ATEC.";;;;;;;;;;;01/02/2024;;;;16/02/2024;;;;;;;;;;;;;;;;;;;;;;;01/02/2024;-17;03/03/2024;F;;200;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;26;FT Grilles de soufflage FGT;A;Fiche_Produit_GRL-GSL.pdf;DI;11/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;11/03/2024;;19/03/2024;VSO;;280;;;;;;;;;;;;;11/03/2024;;19/03/2024;VSO;;92;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;11/03/2024;;;-31;26/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;26;FT Grilles de soufflage FGT;0;Fiche_Produit_GRL-GSL.pdf;;01/03/2024;;Romario BANDULA;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;01/03/2024;;;;16/03/2024;;;;;;;;;;;;;;01/03/2024;;10/03/2024;VSO;;89;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;01/03/2024;;;;16/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;RDC;FTP;6;Ventouse;0;549312-FT1.pdf;DI;11/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Fiche Technique Produit;;;11/03/2024;;18/03/2024;NC;;277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/03/2024;;;-32;26/03/2024;;;;;11/03/2024;;12/03/2024;VSO;;41;51;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;MEXT;BUR;RDC;PLN;40;PORTE P1;A;PORTE P1.pdf;DI;11/03/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Pièces graphiques;;;11/03/2024;;19/03/2024;VOB;;278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/03/2024;;;-32;26/03/2024;;;;;11/03/2024;;12/03/2024;REF;;40;50;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;MEXT;BUR;RDC;PLN;40;PORTE P1;0;PORTE P1.pdf;;30/01/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Pièces graphiques;;;30/01/2024;;01/02/2024;REF;;238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30/01/2024;;;;14/02/2024;;;;;30/01/2024;;;;14/02/2024;;;;;30/01/2024;;30/01/2024;REF;;27;37;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;CFO;TZ;RDC;FTP;10;FTP CASIERS CONNECTES;0;FICHE TECHNIQUE CASIERS CONNECTES.pdf;DI;29/02/2024;;Romario BANDULA;/01 - DOC EXE/Lot 12 - CFO CFA/Fiche Technique Produit;;;29/02/2024;-3;18/03/2024;VOB;;275;;;;;;;;;;;;;29/02/2024;;14/03/2024;VOB;;91;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;29/02/2024;;;-42;15/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MET;BUR;R+1;PEC;3;PV FEU;0;12-A-077 (EI60 - EW60 - E60).pdf;DI;29/02/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 08 - Métallerie/Pièces écrites;;;29/02/2024;;12/03/2024;NC;;274;;;;;;;;;;;;;;;;;;;;;;29/02/2024;;29/02/2024;NC;;7;;;;;;;;;;;;;29/02/2024;;;-42;15/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;TZ;R+1;PLN;3;PLAN FGT;A;EXE-VANTEC-ARC-09-R+1-PLN-003-0-PLAN FGT.pdf;DI;27/02/2024;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Pièces graphiques;;;27/02/2024;;08/03/2024;VAO;;271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/02/2024;;;-45;13/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;TZ;R+1;PLN;3;PLAN FGT;0;EXE-VANTEC-ARC-09-R+1-PLN-003-0-PLAN FGT.pdf;;30/01/2024;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Pièces graphiques;;;30/01/2024;;08/02/2024;REF;;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30/01/2024;;;;14/02/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;FTP;14;FT PATERE;0;DAF 014 PATERE.pdf;DI;27/02/2024;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Fiche Technique Produit;;;27/02/2024;;08/03/2024;VSO;;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/02/2024;;;-45;13/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;FTP;13;SERRURE D455;0;DAF 006 SERRURE D455.pdf;DI;21/02/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 09 - MINT/Fiche Technique Produit;;;21/02/2024;-1;07/03/2024;VSO;;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/02/2024;;;-51;07/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;FTP;12;SERRURE D452;0;DAF 008 SERRURE D452.pdf;DI;21/02/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 09 - MINT/Fiche Technique Produit;;;21/02/2024;-1;07/03/2024;VSO;;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/02/2024;;;-51;07/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;FTP;11;SERRURE D453;0;DAF 007 SERRURE D453.pdf;DI;21/02/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 09 - MINT/Fiche Technique Produit;;;21/02/2024;-1;07/03/2024;VSO;;267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/02/2024;;;-51;07/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;FTP;10;BUTOIR;0;DAF 003 BUTOIR MARENGO IND A.pdf;DI;21/02/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 09 - MINT/Fiche Technique Produit;;;21/02/2024;-1;07/03/2024;VAO;;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/02/2024;;;-51;07/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;FTP;9;BEQUILLE;0;DAF 001 BEQUILLE MARENGO IND A.pdf;DI;21/02/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 09 - MINT/Fiche Technique Produit;;;21/02/2024;;07/03/2024;VSO;;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/02/2024;;;-51;07/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;OCC;BUR;R+1;PEC;1;PV FEU TOILE STORES;0;PV Feu toile stores.pdf;DI;16/02/2024;;Romario BANDULA;/01 - DOC EXE/Lot 06 - Occultation/Pièces écrites;;;16/02/2024;;29/02/2024;NC;;263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/02/2024;;;-55;02/03/2024;;;;;16/02/2024;;28/02/2024;VSO;;39;49;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;20;PLAQUE SIGMA 80;0;DAF plaque geberit sigma80 verre reflechissant.pdf;DI;16/02/2024;;Romario BANDULA;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;16/02/2024;;29/02/2024;VAO;;262;;;;;;;;;;;;;16/02/2024;;28/02/2024;VSO;;88;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;16/02/2024;;;-55;02/03/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;CFO;SAN;R+1;FTP;9;Bandeau LED Type L12;0;Type L12 - Clareo lighting sanitaires.pdf;DI;14/02/2024;;Romario BANDULA;/01 - DOC EXE/Lot 12 - CFO CFA/Fiche Technique Produit;;;14/02/2024;;27/02/2024;NC;;261;;;;;;;;;;;;;14/02/2024;;26/02/2024;VOB;;87;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;14/02/2024;;;-57;29/02/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;CFO;BUR;R+1;NDC;1;NDC ECLAIRAGE;0;Projet MARENGO EXE - Ndc éclairage R+1.pdf;DI;12/02/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 12 - CFO CFA/Pièces écrites;;;12/02/2024;;27/02/2024;REF;;260;;;;;;;;;;;;;12/02/2024;;26/02/2024;VOB;;86;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;12/02/2024;;;-60;27/02/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;BUR;R+1;FTP;8;FT BARRE ANTI PANIQUE;0;PEC MARENGO - DAF barre antipanique.pdf;DI;06/02/2024;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Fiche Technique Produit;;;06/02/2024;-5;26/02/2024;VAO;;257;;;;;;;;;;;;;;;;;;;;;;06/02/2024;-8;29/02/2024;NC;;5;;;;;;;;;;;;;06/02/2024;;;-65;21/02/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;FP;TZ;R+1;PLN;2;PLAN FAUX PLAFONDS SUSPENDU;A;KRT Plan plafonds suspendus R01 indice A.pdf;;17/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 14 - Plafonds Suspendus/Pièces graphiques;;;17/10/2023;;31/10/2023;VAO;;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/10/2023;;;;01/11/2023;;;;;17/10/2023;;29/10/2023;F;;76;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;BUR;RDC;PLN;30;MEXT DELICE DE MARENGO RDC;A;Rue Marengo - Ensemble menuiserie RDC commerce _ R+1  - 24.pdf;;23/01/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 05 - MEXT/Pièces graphiques;;;23/01/2024;;;;07/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/01/2024;;;;07/02/2024;;;;;23/01/2024;;;;07/02/2024;;;;;23/01/2024;;24/01/2024;REF;;25;35;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;CVCD;TZ;R+1;PLN;1;Plan de DES R+1;D;EXE-CLIM-CVC-C11-R+1-PL-11-Plan de DES R+1-ind 2.pdf;DI;22/01/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces graphiques;;;22/01/2024;;01/02/2024;VOB;;237;;;;;;;;;;;;;22/01/2024;;01/02/2024;VOB;;85;;"Brice SIRJEAN :
cf PJ";;22/01/2024;-1;06/02/2024;VAO;;2;;"François VAZQUEZ :
Voir Avis sur documents N°1 Euro Coord";;;;;;;;;;;22/01/2024;;;-80;06/02/2024;;;;;;;;;;;;;;;
